circRNA	pig-testis-Testis-31	pig-testis-Testis-73	pig-liver-old-1	pig-liver-young-1	pig-testis-Testis-91	pig-testis-Testis-54	pig-liver-old-2	pig-testis-Testis-05	pig-testis-Testis-65	pig-testis-Testis-16	pig-liver-young-2
8:78459587-78524088:+	7	0	0	0	0	0	0	0	0	0	0
8:78474644-78524088:+	9	0	0	0	0	0	0	0	0	0	0
8:78503316-78524088:+	18	0	0	0	0	9	0	7	0	0	0
8:78594745-78650166:+	16	0	0	0	12	0	0	0	0	0	0
8:78627167-78650166:+	7	0	0	0	0	0	0	0	0	0	0
8:79231259-79296243:+	12	0	0	0	0	0	0	0	0	0	0
8:80706323-80815987:-	7	0	0	0	0	0	0	8	0	0	0
8:807242-813826:-	64	7	0	0	27	28	0	21	10	12	0
8:80742231-80815987:-	22	6	0	0	0	11	0	10	0	0	0
8:80787215-80815987:-	166	34	0	13	28	44	0	60	31	26	7
8:80836283-80841138:-	8	0	0	0	0	0	0	0	0	0	0
8:81082506-81083424:+	90	8	0	0	13	15	11	11	6	13	0
8:81122142-81133399:-	6	0	0	0	0	0	0	0	0	0	0
8:81131933-81133399:-	23	0	0	0	0	0	0	0	0	0	0
8:81873771-81896333:+	26	0	0	0	0	0	0	0	0	0	0
8:82646235-82654959:+	9	0	0	0	0	8	0	0	0	0	0
8:82654478-82654959:+	12	0	0	0	0	8	0	0	0	0	0
8:82698450-82703106:+	8	0	0	0	0	0	0	0	0	0	0
8:82698450-82719341:+	35	7	0	0	7	7	0	12	8	8	0
8:82846037-82851898:-	17	0	0	0	0	6	7	0	7	0	0
8:82913301-82927163:-	0	0	0	10	0	0	0	0	0	0	0
8:82957078-82957656:-	57	19	51	42	14	10	81	13	18	16	15
8:83254666-83268011:+	0	0	0	0	0	0	7	0	0	0	15
8:83267615-83268011:+	25	9	30	0	7	12	22	0	11	6	37
8:84192845-84193310:-	20	0	0	0	0	0	0	0	0	0	0
8:84192845-84196603:-	169	0	0	0	0	0	0	0	0	0	0
8:84198494-84200866:-	40	13	0	0	11	9	0	12	6	9	0
8:84204029-84209728:-	19	0	0	0	0	0	0	0	0	6	0
8:84206331-84211827:-	15	6	0	0	8	8	0	0	0	0	0
8:84208681-84211827:-	11	0	0	0	0	0	0	0	0	0	0
8:84208681-84220051:-	6	0	0	0	0	0	0	0	0	0	0
8:86022668-86034159:-	8	0	0	0	0	0	0	0	0	0	0
8:86026302-86034159:-	11	0	0	0	0	0	0	0	0	0	0
8:86233110-86246280:+	8	0	0	0	0	0	0	0	0	0	0
8:86589185-86603539:+	9	12	0	0	0	0	0	0	0	0	0
8:86594679-86603539:+	68	0	0	0	16	0	0	13	0	18	0
8:86594679-86605589:+	54	0	0	0	12	0	0	16	9	15	0
8:86637241-86655451:+	0	0	0	0	0	6	0	0	0	0	0
8:86645159-86655451:+	8	0	0	0	0	0	0	0	0	0	0
8:87502697-87502887:+	19	0	0	0	0	0	0	0	0	0	0
8:87622039-87630384:-	6	0	0	0	0	0	0	0	0	0	0
8:87643219-87644581:-	16	0	6	0	0	0	10	0	0	0	0
8:87643219-87657343:-	11	0	0	0	0	0	0	0	0	0	0
8:87643219-87664522:-	8	0	0	0	8	7	0	0	0	0	0
8:87644428-87646140:-	10	0	0	0	0	0	0	0	0	0	0
8:87653807-87659118:-	10	0	0	0	0	0	0	0	0	0	0
8:87653807-87664522:-	10	0	0	0	0	0	0	7	0	0	0
8:87658983-87663752:-	32	10	0	0	0	7	0	0	8	0	0
8:87660368-87663752:-	25	8	0	0	0	0	0	0	0	0	0
8:87799382-87866480:+	13	6	0	0	0	0	0	0	0	0	0
8:87799382-87876502:+	6	0	0	0	0	0	0	0	0	0	0
8:87874477-87876502:+	9	0	0	0	0	0	0	0	0	0	0
8:88608459-88635705:+	0	7	0	0	7	0	0	0	0	0	0
8:88612387-88624306:+	8	0	0	0	0	0	0	0	0	0	0
8:88665360-88672035:+	7	0	0	0	0	0	0	0	0	0	0
8:9106388-9120512:-	46	8	0	0	10	9	0	12	0	0	0
8:9237484-9240109:-	12	0	0	0	0	0	0	0	0	0	0
8:96061919-96068337:+	6	0	0	0	0	0	0	0	0	0	0
8:96061919-96073073:+	6	0	0	0	0	0	0	0	0	0	0
8:96224985-96251607:-	7	0	0	0	0	0	0	0	0	0	0
8:96434346-96687491:-	25	11	0	0	0	7	0	7	0	6	0
8:96540483-96687491:-	17	0	0	0	6	0	0	6	0	0	0
8:96578617-96687491:-	20	0	0	0	0	0	0	0	0	7	0
8:96686660-96687491:-	37	0	0	0	8	0	0	6	0	6	0
8:96772486-96773503:-	7	0	0	0	0	0	0	0	0	0	0
8:96772486-96813424:-	0	0	0	0	0	0	0	0	0	6	0
8:96773333-96845587:-	0	0	0	0	0	0	0	0	0	0	18
8:96794335-96813424:-	10	9	0	6	0	19	13	25	7	11	0
8:96794335-96845587:-	0	0	0	8	0	0	0	0	0	0	0
8:96810096-96813424:-	30	0	0	0	11	12	15	8	6	6	0
8:96810096-96833757:-	0	0	0	0	0	0	13	0	0	0	0
8:96810096-96845587:-	0	0	0	0	0	0	7	0	0	0	0
8:96813251-96833757:-	0	0	0	13	0	0	0	0	0	0	0
8:96827803-96833757:-	76	8	0	0	7	11	0	13	9	7	0
8:96827803-96845587:-	9	10	0	9	14	13	11	14	15	16	14
8:96833215-96833757:-	10	0	0	0	0	0	0	0	0	7	0
8:96833215-96845587:-	0	0	0	6	0	6	0	0	0	9	8
8:96841902-96842530:-	13	0	0	0	6	0	12	6	0	8	0
8:96841902-96845587:-	7	0	6	0	9	8	0	9	0	6	0
8:96996441-97001925:-	11	0	0	0	0	0	0	0	0	6	0
8:97000312-97005065:-	37	0	0	0	9	6	0	13	8	7	0
8:97047678-97053136:-	6	0	0	0	0	0	0	0	0	0	0
8:97050977-97053136:-	53	6	0	0	9	6	0	15	0	7	0
8:97050977-97058955:-	36	0	0	0	6	0	0	0	0	0	0
8:97050977-97061785:-	18	0	0	0	0	0	0	0	0	8	0
8:97050977-97062775:-	23	0	0	0	17	15	0	20	0	11	0
8:97058821-97064029:-	9	0	0	0	0	0	0	0	0	0	0
8:97062623-97064029:-	9	0	0	0	0	0	0	0	0	0	0
8:97066762-97075274:-	15	0	0	0	0	6	0	13	0	7	0
8:97139190-97139670:-	24	6	0	0	6	0	0	11	9	0	0
8:97147576-97167532:-	9	0	0	0	0	0	0	0	0	0	0
8:97167328-97189608:-	0	0	0	0	0	6	0	0	0	0	0
8:97177227-97189608:-	9	0	0	0	0	0	0	6	0	7	0
8:97189070-97189608:-	42	0	0	0	14	17	0	26	6	20	0
8:978456-992003:+	10	0	0	0	0	6	0	10	0	0	0
8:986797-992003:+	306	76	0	9	80	65	0	104	26	43	35
9:10120703-10139416:+	12	0	0	0	0	0	0	0	0	0	0
9:10120703-10212507:+	6	0	0	0	0	0	0	0	0	0	0
9:10212401-10258500:+	0	0	0	0	0	0	0	0	0	0	12
9:102248572-102257882:-	13	0	0	0	0	0	0	0	0	0	0
9:102255513-102257882:-	7	0	0	0	0	0	0	0	0	0	0
9:102268788-102319561:-	12	0	0	0	0	0	0	0	0	0	0
9:10229872-10258500:+	30	0	0	18	8	0	16	11	0	6	0
9:102378851-102381489:-	8	0	0	0	0	0	0	0	0	0	0
9:102399274-102407759:-	0	0	0	0	0	0	0	12	0	0	0
9:102923392-102940886:+	7	0	0	0	0	0	0	0	0	0	0
9:102928687-102930065:+	12	0	0	0	0	0	0	0	0	0	0
9:102940844-102955374:+	6	0	0	0	0	0	0	0	0	0	0
9:103339554-103341373:-	15	0	6	0	9	0	6	14	0	0	0
9:104043944-104081735:-	6	0	0	0	0	0	0	0	0	0	0
9:104119169-104149654:-	7	0	0	0	0	0	0	0	0	0	0
9:104139662-104163727:-	7	0	0	0	0	0	0	0	0	0	0
9:104145915-104163727:-	22	8	0	0	6	0	0	0	0	0	0
9:104937947-104965029:+	18	0	0	0	0	0	0	0	0	8	0
9:104960016-104965029:+	37	6	0	0	9	17	0	19	0	10	0
9:105027688-105036423:-	13	0	0	0	0	0	0	0	0	0	0
9:105035940-105061896:-	0	0	0	0	0	0	0	0	0	7	0
9:105035940-105101002:-	0	0	8	0	6	6	6	8	0	0	0
9:105054993-105061896:-	48	7	0	0	6	6	0	8	8	0	0
9:105054993-105101002:-	47	7	65	0	21	14	14	15	0	10	37
9:105329376-105333913:-	46	7	0	0	10	7	0	0	0	10	0
9:105329376-105335356:-	34	0	0	0	0	0	0	18	0	6	0
9:105332137-105333913:-	24	0	0	0	0	0	0	0	0	9	0
9:105332137-105335356:-	17	0	0	0	0	0	0	0	7	0	0
9:105332137-105336733:-	23	7	0	0	0	0	0	9	0	0	0
9:105335195-105342131:-	26	11	0	0	0	0	0	0	0	7	0
9:105336671-105375049:-	8	0	0	0	0	0	0	0	0	0	0
9:105356374-105375049:-	9	0	0	0	0	6	0	0	0	0	0
9:10545626-10553637:-	0	0	0	0	0	0	0	7	0	0	0
9:10643413-10647784:+	12	0	6	0	0	0	0	0	0	0	0
9:10643413-10668118:+	0	0	0	0	0	0	10	0	0	0	0
9:10645480-10647784:+	0	0	0	0	0	0	7	0	0	0	0
9:10684936-10690581:+	103	13	6	0	10	27	0	29	16	21	13
9:10684936-10701055:+	23	6	0	0	6	12	0	11	0	6	0
9:10688008-10690581:+	11	0	0	0	0	0	0	0	0	0	0
9:10688008-10701055:+	6	0	0	0	0	0	0	0	0	0	0
9:106974773-106981777:+	6	0	0	0	0	0	0	0	0	0	0
9:106977195-106981777:+	9	0	0	0	0	0	0	8	0	0	0
9:106977195-106988900:+	30	0	0	10	0	10	0	15	0	11	0
9:107013594-107035544:-	24	6	0	0	0	16	0	20	0	12	0
9:107064876-107067678:-	21	0	0	0	0	0	0	0	0	0	0
9:107064876-107075930:-	44	14	0	0	14	10	0	13	7	11	0
9:107064876-107100250:-	9	0	0	0	0	0	0	0	0	0	0
9:107100168-107126306:-	6	0	0	0	0	0	0	0	0	0	0
9:107100168-107154328:-	6	0	0	0	0	0	0	0	0	0	0
9:107100168-107255950:-	6	0	0	0	0	0	0	0	0	0	0
9:107115040-107126306:-	16	0	0	0	0	0	0	0	0	0	0
9:107154197-107255950:-	34	7	0	0	6	8	0	0	0	6	0
9:107232476-107255950:-	28	0	0	0	0	0	0	0	0	0	0
9:107461429-107467862:+	12	0	0	0	0	0	0	0	0	0	0
9:107654483-107664436:+	0	0	0	0	0	0	0	6	0	0	0
9:108279060-108302835:-	0	0	0	7	0	0	0	0	0	0	0
9:108302683-108311448:-	0	0	0	0	0	0	0	0	0	0	22
9:108380442-108391291:+	19	0	0	0	0	8	0	0	0	0	0
9:108871855-108899562:-	7	0	0	0	0	0	0	0	0	0	0
9:109411981-109412782:+	7	0	0	0	0	0	0	9	0	0	0
9:109411981-109412809:+	42	8	0	0	10	0	0	24	9	8	0
9:109411981-109425231:+	35	0	0	0	12	10	0	7	7	7	0
9:109411981-109431724:+	35	17	0	0	19	19	0	26	19	12	0
9:109421603-109431724:+	8	0	0	0	6	0	0	0	0	0	0
9:109425114-109431724:+	15	8	0	0	8	10	0	12	10	0	0
9:109439736-109441496:+	15	0	0	0	0	0	0	8	0	0	0
9:109442452-109447677:+	7	0	0	0	0	0	0	0	0	0	0
9:109456639-109461414:-	14	0	0	0	0	0	0	0	0	0	0
9:109472910-109473203:-	12	0	0	0	0	0	0	0	0	0	0
9:109488213-109503678:-	18	12	0	9	6	0	0	10	0	19	0
9:109488213-109526278:-	12	0	0	0	0	0	0	0	0	0	0
9:11061549-11144210:+	9	0	0	0	0	0	0	0	0	0	0
9:114390362-114391922:+	14	7	0	10	0	0	13	6	0	8	28
9:114937098-114951665:+	42	39	8	11	15	44	7	38	26	26	23
9:114937098-114976352:+	0	0	0	8	0	0	0	0	0	0	0
9:114939348-114944875:+	19	0	0	0	6	0	0	0	6	0	0
9:114949605-114951665:+	17	0	0	0	0	0	0	0	0	0	0
9:114949605-114962420:+	7	0	0	0	0	0	0	0	0	0	0
9:114949605-114964588:+	10	0	0	0	0	0	0	0	0	6	0
9:114968309-114976352:+	25	0	0	0	0	0	0	0	0	8	0
9:115742473-115806478:-	6	0	0	0	0	0	0	0	0	0	0
9:115783157-115787195:-	16	0	0	0	0	0	0	0	0	0	0
9:115783157-115802418:-	19	0	0	0	0	0	0	0	0	0	0
9:115783157-115806478:-	19	0	0	0	0	0	0	0	0	0	0
9:115912089-115922221:-	18	0	0	0	0	0	0	6	0	0	0
9:115916027-115939050:-	92	16	0	0	23	31	0	22	8	22	0
9:115922077-115939050:-	6	0	0	0	0	0	0	0	0	0	0
9:115938884-115944677:-	27	0	0	0	0	0	0	0	0	0	0
9:115961317-115979582:-	15	0	0	0	0	7	0	16	7	8	0
9:116099290-116108430:-	11	0	0	0	0	0	0	8	0	0	0
9:116117376-116118764:+	6	0	0	0	0	0	0	0	0	0	0
9:116186721-116188948:-	0	0	9	0	0	0	7	0	0	0	32
9:116214185-116219108:-	0	0	0	10	0	0	0	0	0	0	0
9:116218092-116219108:-	44	21	25	0	8	9	24	19	6	0	0
9:116218092-116222836:-	10	0	0	0	0	0	0	0	0	0	0
9:116232175-116233010:-	11	0	0	0	0	0	0	6	0	0	0
9:116235895-116242954:-	33	0	0	0	0	9	0	6	0	0	0
9:116248303-116261527:-	7	0	0	0	0	0	0	7	0	0	0
9:116248303-116279930:-	0	0	0	0	0	0	0	6	0	0	0
9:116251265-116261527:-	0	0	0	0	0	0	0	0	0	0	15
9:116471226-116473616:+	0	0	0	0	6	0	0	0	0	0	0
9:116471226-116556539:+	0	0	0	12	0	0	0	0	0	0	0
9:116483164-116497089:+	8	0	0	0	0	0	0	0	0	0	0
9:116495348-116536069:+	10	6	0	0	0	0	0	0	0	0	0
9:116495348-116556539:+	44	10	7	9	16	12	21	30	8	0	0
9:116526513-116536069:+	8	0	0	0	0	0	0	0	0	0	0
9:116532204-116536069:+	10	0	0	0	0	0	0	0	0	0	0
9:116784295-116829658:+	12	0	0	0	0	0	0	6	0	0	0
9:116784295-116918768:+	6	0	0	0	0	0	0	0	0	0	0
9:11714429-11751885:-	28	0	0	0	0	0	0	0	0	0	0
9:11750427-11760344:-	12	0	0	0	0	7	0	0	0	15	0
9:117965863-117977746:-	10	0	0	0	0	0	0	0	0	0	0
9:117965863-117987222:-	6	0	0	0	0	0	0	0	0	0	0
9:117984191-117987222:-	10	0	0	0	0	0	0	0	0	0	0
9:117984191-118018949:-	10	0	0	0	0	0	0	0	0	0	0
9:118014575-118018949:-	50	0	0	0	0	7	0	9	0	0	0
9:118014575-118028344:-	81	0	0	0	14	14	0	6	7	8	0
9:118014575-118041744:-	53	16	0	0	14	7	0	13	10	9	0
9:118014575-118058467:-	9	0	0	0	0	0	0	0	0	0	0
9:118014575-118069772:-	8	0	0	0	0	0	0	0	0	0	0
9:118014575-118074614:-	11	0	0	0	0	6	0	0	0	0	0
9:118014575-118083148:-	8	0	0	0	0	0	0	0	0	0	0
9:118058398-118074614:-	13	0	0	0	0	6	0	0	0	0	0
9:118068518-118074614:-	11	0	0	0	0	0	0	0	0	0	0
9:118068518-118083148:-	13	0	0	0	6	6	7	6	0	0	0
9:11836757-11841300:-	93	17	0	0	13	11	0	22	6	10	0
9:11836757-11845642:-	7	0	0	0	0	0	0	0	0	0	0
9:11836757-11849274:-	33	19	0	0	14	7	0	15	6	8	0
9:118402662-118403734:+	7	0	0	0	0	0	0	7	0	0	0
9:11845524-11849274:-	6	0	0	0	0	0	0	0	0	0	0
9:118529075-118529628:+	44	0	0	0	16	12	0	18	0	12	0
9:118554416-118580531:+	6	0	0	0	0	0	0	0	0	0	0
9:118576251-118580531:+	7	0	0	0	0	0	0	0	0	0	0
9:118821171-118827389:-	0	0	0	0	0	0	0	6	0	0	0
9:119540-121030:-	13	0	0	0	0	0	0	0	0	0	0
9:119540-122749:-	0	0	0	0	0	6	0	0	0	0	0
9:119791168-119810801:-	0	0	0	0	0	0	7	0	0	0	0
9:119811493-119813236:-	0	0	0	13	0	0	0	0	0	0	0
9:119811493-119820990:-	0	0	0	13	0	0	0	0	0	0	0
9:119813913-119818762:-	0	0	8	18	0	0	7	0	0	0	52
9:120131616-120230021:+	9	0	0	0	0	0	0	0	0	0	0
9:120607166-120647247:+	15	10	0	9	0	0	0	7	12	0	0
9:120635756-120647247:+	11	0	0	0	0	0	0	0	0	0	0
9:120903168-120904253:-	21	0	0	0	0	0	0	6	0	0	0
9:120903168-120906379:-	6	0	0	0	0	0	0	0	0	0	0
9:120907570-120909200:-	16	0	0	0	6	0	0	0	0	0	33
9:12097453-12106836:-	0	7	0	0	0	7	0	7	0	0	0
9:12102960-12106836:-	14	7	0	20	7	0	6	6	0	7	0
9:12104144-12106836:-	9	0	0	0	0	0	0	0	0	0	0
9:121105769-121107697:+	17	0	0	0	0	7	0	0	0	0	0
9:121105769-121108873:+	15	0	0	0	0	0	0	0	0	0	0
9:121134713-121143152:+	17	0	0	0	0	0	0	0	0	0	0
9:121138308-121143152:+	10	0	0	0	0	0	0	0	0	0	0
9:121138308-121152366:+	22	0	0	0	0	7	0	12	6	10	0
9:121152261-121165672:+	8	0	0	0	0	0	0	0	0	0	0
9:121160471-121163412:+	7	0	0	0	0	0	0	0	0	0	0
9:121309202-121312541:+	17	0	0	0	0	0	0	6	0	0	0
9:12155870-12166226:-	0	8	0	0	17	13	0	18	10	10	77
9:12162492-12166226:-	0	15	0	0	25	19	11	20	8	16	0
9:122010985-122047770:-	18	8	0	0	0	0	0	6	0	6	0
9:122359023-122374276:+	13	0	0	0	0	0	0	0	0	0	0
9:122359023-122385171:+	6	0	0	0	0	0	0	0	0	0	0
9:122373761-122374276:+	12	0	0	0	0	0	0	7	0	0	0
9:122373761-122385171:+	35	16	0	0	0	10	0	12	0	6	0
9:122385089-122407011:+	6	0	0	0	0	0	0	0	0	0	0
9:122396668-122397251:+	6	0	0	0	0	0	0	0	0	0	0
9:122396668-122407011:+	15	0	0	0	0	6	0	0	6	0	0
9:122559105-122561371:-	0	0	0	7	0	0	0	0	0	0	0
9:123006193-123102707:+	6	0	0	0	0	0	0	0	0	0	0
9:123263699-123270646:+	22	10	0	0	0	12	0	18	0	13	0
9:12336521-12354674:-	7	0	0	0	0	0	0	0	0	0	0
9:12336521-12365001:-	8	0	0	0	0	0	0	8	0	0	0
9:12343545-12365001:-	11	0	0	0	0	0	0	6	0	0	0
9:12354516-12365001:-	8	0	0	0	0	0	0	0	0	0	0
9:12383552-12395636:-	6	0	0	0	0	0	0	0	0	0	41
9:123857042-123860174:+	12	0	0	0	0	0	0	0	0	0	0
9:124144979-124180478:+	0	0	0	0	10	18	0	16	0	14	0
9:124171127-124171991:+	18	0	0	0	0	0	0	0	0	0	0
9:124207849-124208068:-	112	0	0	0	9	14	0	44	21	13	0
9:124207849-124208226:-	9	0	0	0	0	0	0	0	0	0	0
9:124207849-124210060:-	7	0	0	0	0	0	0	0	0	0	0
9:124692877-124694618:-	17	0	0	0	7	0	0	0	0	0	0
9:124746021-124747461:+	26	6	0	6	6	9	0	10	7	9	0
9:124746021-124749248:+	8	0	0	0	0	0	0	0	0	0	0
9:124746021-124765469:+	0	0	0	0	0	0	0	7	0	0	0
9:124748594-124749248:+	11	0	0	0	0	0	0	0	0	0	0
9:124755327-124755991:+	11	0	0	0	0	0	0	0	0	0	0
9:124758986-124765469:+	0	0	0	8	0	0	6	0	0	0	0
9:12512346-12519977:-	7	0	0	0	0	0	0	0	0	0	0
9:125338815-125383310:+	0	0	0	0	0	0	0	0	7	0	0
9:125369190-125400245:+	7	0	0	0	0	0	0	0	0	0	0
9:125937697-125947715:-	10	0	0	0	0	0	0	0	0	0	0
9:125947609-125957407:-	27	9	0	10	9	0	0	9	0	8	0
9:125950887-125957407:-	7	0	0	0	0	0	0	0	0	0	0
9:126270540-126275426:+	11	0	0	0	0	0	0	6	0	0	0
9:126307943-126325595:-	12	0	0	0	0	0	0	0	0	0	0
9:126322499-126326505:-	9	0	0	0	0	0	0	7	0	0	0
9:126385732-126407696:+	29	12	0	0	8	7	0	21	0	0	9
9:126395494-126438047:+	6	0	0	0	0	0	0	0	0	0	0
9:126407564-126438047:+	35	7	0	0	0	0	0	11	0	0	0
9:126957681-126982274:+	0	0	0	0	0	0	0	6	0	0	0
9:127105210-127109622:+	16	0	0	0	0	0	0	0	0	0	0
9:12723324-12723625:-	21	9	0	0	0	9	0	0	0	0	0
9:127561943-127566841:+	46	12	0	0	12	0	0	15	10	7	0
9:127566655-127590730:+	7	0	0	0	0	0	0	0	0	6	0
9:127566655-127617998:+	0	0	0	0	0	7	0	0	0	0	0
9:128996103-129008834:-	0	9	0	0	0	0	0	0	0	0	0
9:12903426-12918332:-	31	0	0	9	11	6	0	11	0	11	0
9:12905482-12918332:-	8	0	0	0	0	0	0	0	0	0	0
9:12913969-12918332:-	7	0	0	0	0	0	0	0	0	0	0
9:129557374-129572640:-	0	0	9	9	0	0	89	0	0	0	0
9:129557374-129575313:-	0	0	0	7	0	0	0	0	0	0	0
9:129563771-129572640:-	0	0	0	0	0	0	7	0	0	0	0
9:130266354-130285332:-	8	0	0	0	0	0	0	0	0	0	0
9:130266354-130384896:-	0	0	0	0	0	0	0	0	6	0	0
9:130297503-130373041:-	8	0	0	0	0	0	0	0	0	0	0
9:130297503-130384896:-	15	6	0	0	7	7	0	0	0	0	0
9:130326632-130373041:-	25	0	0	0	12	0	0	6	0	0	0
9:130326632-130384896:-	108	20	0	0	28	32	0	37	23	26	6
9:130326632-130409903:-	7	9	0	0	0	0	0	0	0	9	0
9:130337852-130384896:-	84	20	0	24	13	39	0	35	11	28	0
9:130337852-130409903:-	10	10	0	0	6	6	0	6	0	0	0
9:130372678-130373041:-	9	0	0	0	0	0	0	6	0	0	0
9:130372678-130409903:-	88	36	0	11	42	46	0	71	8	48	0
9:130372678-130419064:-	8	0	0	0	0	0	0	0	0	0	0
9:130384802-130409903:-	16	0	0	0	6	0	0	0	0	0	0
9:130456738-130457064:+	18	0	0	0	0	0	0	0	10	0	0
9:130486142-130488250:-	10	0	0	0	0	0	0	0	0	0	0
9:130487868-130488250:-	157	24	0	0	36	20	0	28	8	14	0
9:130549458-130564329:-	27	21	16	8	10	13	39	30	6	11	0
9:130607969-130613378:-	8	0	0	0	0	0	0	0	0	0	0
9:130613265-130615328:-	7	0	0	0	0	0	0	0	0	0	0
9:131021203-131046226:-	13	0	0	0	9	0	0	0	0	0	0
9:131042754-131046226:-	35	6	7	10	0	0	6	7	6	0	0
9:131240025-131252608:-	8	0	0	0	0	0	0	0	0	0	0
9:131249187-131252608:-	134	12	0	0	19	36	0	30	18	17	0
9:131249187-131268491:-	10	0	0	0	0	0	0	0	8	0	0
9:131264260-131267338:-	0	0	0	0	0	0	0	7	0	0	0
9:131264260-131268491:-	218	29	0	0	41	50	0	57	23	38	0
9:131287323-131290316:+	17	0	0	0	0	0	0	0	0	0	0
9:131287323-131303138:+	7	0	0	0	0	0	0	0	0	0	0
9:131302938-131316468:+	0	0	0	20	0	0	0	0	0	0	0
9:131464800-131475251:+	39	6	50	79	13	13	83	21	12	7	152
9:131469572-131475251:+	10	0	8	15	0	0	9	0	0	0	0
9:131855848-131873980:-	12	0	0	0	0	0	0	0	0	0	0
9:131873040-131880686:-	58	13	0	7	19	25	0	26	9	8	0
9:132577943-132589911:-	9	0	0	0	0	0	0	0	0	0	0
9:132577943-132603031:-	28	0	0	0	6	7	0	0	0	0	0
9:132743-137762:-	19	0	0	0	0	0	0	0	0	0	0
9:133135525-133137489:-	0	0	0	13	0	0	0	0	0	0	0
9:135223247-135233602:+	11	0	0	0	0	0	0	0	0	0	0
9:135246708-135253913:+	8	0	0	0	0	0	0	0	0	0	0
9:135270224-135274369:+	8	0	0	0	0	0	0	0	0	0	0
9:136138718-136176358:-	11	0	0	0	0	0	0	8	0	0	0
9:136149895-136176358:-	46	14	0	0	11	10	0	9	8	8	0
9:136163958-136176358:-	491	69	0	0	70	111	0	75	53	100	0
9:136545233-136548046:-	0	0	7	0	0	0	6	0	0	0	0
9:136962229-136972049:-	0	0	0	0	0	0	10	0	0	0	0
9:139437251-139438339:+	0	0	8	9	0	0	13	0	0	0	0
9:139768-143790:-	11	0	0	0	0	0	0	0	0	0	0
9:17026689-17037694:-	14	0	0	0	0	0	0	0	6	0	0
9:17321138-17322508:+	6	0	0	0	0	0	0	7	0	0	0
9:17337352-17351207:+	14	0	0	0	0	0	0	0	0	0	0
9:17337352-17355850:+	9	0	0	0	0	0	0	7	0	0	0
9:17337355-17373225:+	0	7	0	0	0	0	0	0	0	0	0
9:17346053-17351207:+	24	6	0	0	0	0	0	0	0	0	0
9:17346053-17355850:+	12	0	0	0	0	0	0	0	0	0	0
9:17349939-17355850:+	11	0	0	0	0	0	0	0	0	0	0
9:17351071-17355850:+	39	7	0	0	0	0	0	8	0	6	0
9:17351071-17373225:+	109	19	0	0	34	14	0	20	22	11	0
9:17351071-17379438:+	10	0	0	0	0	0	0	0	0	0	0
9:17351071-17386234:+	38	21	0	0	18	18	0	26	15	13	0
9:17351071-17398149:+	31	48	0	0	47	44	0	51	43	25	0
9:17394780-17398149:+	38	11	0	0	0	6	0	0	0	0	0
9:19578838-19582636:+	7	0	0	0	0	0	0	0	0	0	0
9:19789699-19802973:+	7	0	0	0	0	8	0	8	0	8	0
9:19789699-19809624:+	6	0	0	0	0	0	0	15	0	0	0
9:19852497-19861801:-	220	28	13	6	50	62	12	82	30	36	0
9:19852497-19880518:-	0	0	0	11	0	0	0	0	0	0	0
9:19852497-19913189:-	0	0	0	0	0	0	0	6	0	0	0
9:19869730-19913189:-	6	0	0	0	0	0	0	8	0	0	0
9:19875265-19880518:-	17	0	0	0	0	6	0	0	0	0	0
9:19875265-19913189:-	13	6	0	8	12	9	0	12	7	6	0
9:19878047-19880518:-	0	0	0	23	0	0	0	0	0	0	0
9:19883797-19913189:-	21	0	0	0	0	0	7	0	0	7	0
9:19885864-19913189:-	169	59	0	9	20	23	7	32	22	27	36
9:19892115-19913189:-	147	34	9	47	25	24	14	28	38	44	43
9:19897759-19913189:-	247	39	18	44	54	50	15	69	37	37	32
9:19905674-19913189:-	131	18	6	27	23	33	11	53	13	17	0
9:2007423-2010183:-	0	0	0	7	0	0	17	0	0	0	0
9:20102421-20104632:-	8	0	0	0	0	0	0	0	6	0	0
9:20133606-20144395:+	12	12	0	0	0	0	0	0	0	0	0
9:20136919-20144395:+	7	0	0	0	0	0	0	0	0	0	0
9:2014097-2038666:-	0	0	0	10	0	0	18	0	0	0	0
9:20242798-20253739:+	0	0	0	0	0	0	0	0	0	0	40
9:2038534-2055979:-	7	0	0	0	9	6	0	7	0	0	0
9:20809497-20812474:+	23	6	0	0	0	14	0	0	0	8	0
9:20809497-20833620:+	9	0	0	0	0	0	0	0	0	0	0
9:20809497-20879578:+	6	0	0	0	0	0	0	0	0	0	0
9:2241755-2245860:-	0	0	0	0	0	0	0	7	0	0	0
9:22420148-22421016:-	7	0	0	0	6	0	0	0	0	6	0
9:22640188-22690654:-	17	0	0	0	6	6	0	0	0	0	0
9:23192216-23199299:-	10	0	0	0	0	0	0	8	0	0	0
9:234481-245431:+	17	0	0	0	6	0	0	0	0	8	0
9:239322-245431:+	6	0	0	0	0	0	0	0	0	0	0
9:25826764-25845362:+	9	0	0	0	9	0	0	8	0	0	0
9:25826764-25853126:+	0	10	0	0	30	26	0	26	12	18	0
9:25831892-25853126:+	0	0	0	0	9	0	0	6	0	0	0
9:2587897-2589883:-	36	9	0	0	15	14	0	18	0	9	0
9:2587897-2600243:-	48	12	0	0	13	24	0	21	10	10	0
9:2599689-2600243:-	48	6	0	0	0	9	0	15	0	0	0
9:26111480-26112646:+	18	0	0	0	6	0	0	0	0	0	0
