circRNA	pig-testis-Testis-31	pig-testis-Testis-73	pig-liver-old-1	pig-liver-young-1	pig-testis-Testis-91	pig-testis-Testis-54	pig-liver-old-2	pig-testis-Testis-05	pig-testis-Testis-65	pig-testis-Testis-16	pig-liver-young-2
3:10814282-10829380:-	6	0	0	0	0	0	0	0	0	0	0
3:108764347-108813622:-	9	0	0	0	0	0	0	0	0	0	0
3:10962193-10962666:+	409	63	0	0	81	54	0	86	46	70	0
3:10962193-10965931:+	46	9	0	0	9	8	0	12	0	0	0
3:110128253-110136567:-	6	0	0	0	0	0	0	0	0	0	0
3:110128253-110166923:-	0	0	0	0	0	0	0	0	0	6	0
3:110141834-110175065:-	7	0	0	0	0	0	0	0	0	0	0
3:110335380-110344032:-	44	6	0	8	0	9	0	19	0	8	0
3:110343892-110357953:-	17	0	0	0	0	0	0	0	0	0	0
3:110345025-110357953:-	14	0	0	0	0	0	0	0	0	0	0
3:110406291-110425724:-	12	0	0	0	7	6	0	8	0	0	0
3:110406291-110428862:-	6	0	0	0	0	0	0	0	0	0	0
3:110418170-110425724:-	0	0	0	0	0	0	0	6	0	0	0
3:110418170-110428862:-	20	0	0	0	0	0	0	0	0	0	0
3:110442414-110451455:-	32	8	0	0	0	8	0	14	0	0	0
3:110934986-111101440:-	6	0	0	0	0	0	0	0	0	0	0
3:110934986-111324971:-	7	0	0	0	0	0	0	0	6	0	0
3:110991213-110997758:-	29	0	0	0	0	0	0	0	0	0	0
3:111359438-111374992:+	11	0	0	0	0	0	0	0	0	0	0
3:111359438-111387110:+	6	7	0	0	0	0	0	0	0	0	0
3:111371126-111387110:+	7	0	0	0	0	0	0	0	0	0	0
3:111506807-111522599:-	0	0	0	0	0	0	0	0	0	0	7
3:111577727-111588265:-	17	0	0	0	0	0	0	0	0	0	0
3:111588070-111593613:-	8	0	0	0	0	0	0	0	0	0	36
3:111697651-111698780:+	20	0	0	0	0	0	0	11	0	9	0
3:111766032-111768919:+	0	0	0	0	0	7	0	8	0	8	0
3:112636836-112653047:-	110	53	0	10	23	34	16	29	16	36	0
3:112848357-112848897:-	14	0	0	0	0	0	0	0	0	0	0
3:112848357-112871469:-	8	0	0	0	0	0	0	0	0	0	0
3:113091744-113131647:+	23	18	13	0	18	10	41	9	11	16	0
3:113127815-113131647:+	68	26	6	9	10	15	14	15	14	29	0
3:113127815-113142720:+	12	0	0	0	0	0	0	0	0	0	0
3:113127815-113146754:+	6	0	0	0	0	0	0	6	7	0	0
3:113127815-113148454:+	10	0	0	0	8	8	6	13	13	0	0
3:113131496-113146754:+	7	0	0	0	0	0	12	0	0	0	0
3:113142604-113148454:+	12	0	7	0	0	0	14	0	0	0	0
3:113142604-113158626:+	0	0	0	0	0	0	13	0	0	0	0
3:113142604-113162662:+	0	0	0	6	0	0	13	0	0	0	0
3:113142604-113165875:+	0	0	0	7	0	0	0	0	0	0	0
3:113146624-113158626:+	8	0	0	0	0	0	0	0	0	0	0
3:113158462-113169452:+	0	0	0	0	0	0	10	6	0	0	0
3:113272702-113299665:+	0	0	0	6	0	0	0	0	0	0	0
3:113272702-113309553:+	0	0	0	15	0	0	0	0	0	0	0
3:113272702-113324246:+	0	0	0	0	0	0	9	0	0	0	14
3:113299579-113363181:+	0	0	0	28	0	0	30	0	0	0	0
3:113309398-113363181:+	0	0	0	0	0	0	7	0	0	0	0
3:113319910-113324246:+	0	0	0	0	0	0	8	0	0	0	0
3:11337621-11340845:+	7	0	0	0	0	0	0	0	0	0	0
3:113606925-113607519:+	8	0	0	0	0	0	0	0	0	0	0
3:114004166-114014360:-	0	0	0	0	0	0	0	0	0	0	6
3:114024052-114026778:-	11	0	0	0	0	0	0	0	0	0	0
3:114024052-114033991:-	7	0	0	0	0	0	0	0	0	0	0
3:114048863-114064646:-	0	0	0	0	0	0	0	0	0	0	30
3:114064505-114090828:-	0	0	0	0	6	0	0	0	0	0	0
3:114113868-114114025:-	7	0	0	0	0	0	0	0	0	0	0
3:114393450-114472373:+	0	0	0	0	0	0	0	6	0	0	0
3:114408881-114410399:+	12	0	0	0	0	0	0	0	0	0	0
3:114424560-114425957:+	6	0	0	0	0	0	0	0	0	0	0
3:114523256-114530137:-	6	0	0	0	0	6	0	0	0	0	0
3:114685737-114703915:-	16	0	0	0	0	0	0	0	0	0	0
3:114743497-114751378:+	26	0	0	15	0	7	0	10	6	0	0
3:114743497-114755035:+	15	10	0	0	0	16	7	8	11	12	0
3:114747244-114751378:+	19	0	0	0	0	0	0	7	0	0	0
3:114747244-114755035:+	6	6	0	20	0	0	0	0	0	0	0
3:114747244-114759155:+	0	0	0	15	0	0	0	0	0	0	0
3:114749183-114751378:+	8	0	0	0	0	0	0	0	0	0	0
3:114757806-114765885:+	17	0	0	0	7	0	0	0	0	0	0
3:114759056-114765885:+	6	0	0	0	0	0	0	0	0	0	0
3:114762586-114765885:+	9	0	0	0	0	0	0	0	0	0	0
3:114770658-114785114:+	10	0	0	0	0	0	0	7	0	0	0
3:114770658-114791075:+	7	0	0	0	0	0	0	0	0	0	0
3:114783338-114785114:+	40	15	0	0	16	7	14	21	12	6	0
3:114783338-114791075:+	51	7	0	0	6	13	0	17	10	14	0
3:114783338-114802446:+	12	0	0	0	0	0	0	0	0	0	0
3:114813775-114839309:+	0	8	0	0	0	0	0	7	9	0	0
3:11731298-11733763:+	87	8	6	0	7	15	17	14	8	9	39
3:11731298-11742109:+	6	0	0	0	0	0	0	0	0	0	0
3:11731298-11773901:+	0	0	0	11	0	0	0	0	0	0	0
3:11771883-11777751:+	21	0	9	6	6	0	8	0	0	0	0
3:11771883-11782001:+	25	7	0	0	8	0	11	0	0	0	0
3:11781134-11787399:+	15	0	0	0	0	0	0	0	0	0	0
3:11787215-11800975:+	0	0	0	0	0	0	0	0	0	0	21
3:117885520-117886633:+	6	0	0	0	0	0	0	0	0	0	0
3:117885520-117900196:+	7	0	0	0	0	0	0	0	0	0	0
3:117885520-117903927:+	32	10	0	0	6	10	0	17	8	13	0
3:117885520-117911323:+	0	0	0	0	6	0	0	8	0	0	0
3:117885520-117929971:+	6	0	0	6	8	0	0	8	0	0	0
3:117899268-117903927:+	17	6	0	0	9	9	0	0	7	0	28
3:117903318-117903927:+	13	0	0	0	0	0	0	0	8	0	0
3:11792079-11794655:+	22	0	0	0	0	0	0	6	0	0	0
3:117949785-117958024:+	0	0	0	17	0	0	0	0	0	0	0
3:117952013-117953796:+	28	0	0	0	0	0	0	0	0	0	0
3:117952013-117958024:+	54	14	6	24	15	21	10	14	12	8	0
3:118225214-118231194:+	12	0	0	0	0	0	0	0	0	0	0
3:118225214-118240682:+	9	0	0	0	0	0	0	0	0	0	0
3:118225214-118250998:+	37	10	0	0	0	0	0	22	0	8	0
3:118237707-118256221:+	12	6	0	0	6	7	0	8	0	6	0
3:118244616-118261953:+	6	0	0	0	0	0	0	0	0	0	0
3:118250917-118256221:+	6	0	0	0	0	6	0	0	0	0	0
3:118817882-118820409:+	6	0	0	0	0	0	0	0	0	0	0
3:120105567-120121791:+	0	0	0	0	0	0	0	7	7	0	0
3:120125310-120147364:+	0	0	0	0	0	0	0	0	0	0	31
3:120141625-120146118:+	8	0	0	0	0	0	0	0	0	0	0
3:120141625-120148629:+	0	0	0	0	0	0	0	7	0	0	0
3:121057861-121059007:+	0	0	0	0	0	0	0	0	0	0	18
3:122055223-122058226:+	32	0	0	0	0	0	0	0	0	0	0
3:122055223-122062930:+	6	0	0	0	0	0	0	0	0	0	0
3:122055223-122069518:+	6	0	0	0	0	0	0	0	0	0	0
3:122118084-122133932:+	49	7	0	0	7	10	0	9	6	0	0
3:122142319-122200101:+	0	0	0	0	0	0	0	0	6	0	0
3:122181581-122200101:+	13	0	0	0	6	0	0	0	0	0	0
3:122219294-122224109:+	6	0	0	0	0	0	0	0	0	0	0
3:125260601-125267523:+	0	0	0	0	0	0	6	0	0	0	0
3:125416358-125418275:+	14	0	0	0	0	0	0	0	0	0	0
3:125416358-125438155:+	6	0	0	0	0	0	0	0	0	0	0
3:125766788-125767951:+	0	0	6	0	0	0	0	0	0	0	0
3:125886850-125900323:+	84	7	0	0	12	14	0	10	15	0	0
3:125886850-125929822:+	9	0	0	0	0	0	0	7	0	0	0
3:125889256-125900323:+	12	0	0	0	0	0	0	0	0	0	0
3:125889256-125943717:+	6	0	0	0	0	0	0	0	0	0	0
3:125929695-125943717:+	0	0	0	6	0	0	0	0	0	0	0
3:125935449-125943717:+	0	0	0	0	0	0	6	0	0	0	0
3:125943042-125943717:+	144	66	6	35	59	55	8	65	40	15	12
3:126498089-126499967:-	49	14	0	0	0	16	0	13	0	7	0
3:126540910-126580084:-	6	0	0	0	0	9	0	9	0	0	0
3:126549085-126580084:-	23	0	0	0	0	0	0	0	7	0	0
3:126564666-126580084:-	271	72	0	0	38	77	0	108	34	62	32
3:126564666-126584882:-	27	10	0	0	0	0	0	0	0	0	0
3:126572164-126580084:-	24	10	0	0	0	0	0	9	0	7	0
3:126766852-126770490:+	0	0	0	0	0	0	0	0	0	0	29
3:126808895-126835182:+	0	0	0	0	0	0	0	0	0	9	0
3:126812908-126826034:+	0	0	0	0	0	0	0	0	0	0	40
3:126820031-126827567:+	0	0	0	7	0	0	0	0	0	0	0
3:126825920-126841540:+	6	7	0	0	0	0	0	0	0	0	0
3:126841436-126848971:+	6	0	0	0	0	0	0	0	0	0	0
3:126848010-126848971:+	32	0	0	0	11	6	0	12	0	0	0
3:126871892-126875102:-	6	0	0	0	0	0	0	0	0	0	0
3:126871892-126883162:-	22	34	0	7	6	12	0	16	9	25	0
3:126954298-126961596:-	23	0	0	0	12	7	0	11	0	0	0
3:126954298-126966993:-	8	0	0	0	0	0	0	0	0	0	0
3:126966434-126975957:-	15	0	0	0	0	0	0	0	0	0	0
3:126966434-126992124:-	0	0	0	0	7	0	0	0	0	0	0
3:126987824-127027982:-	0	0	0	16	0	0	0	0	0	0	0
3:127285170-127326248:+	52	8	0	0	0	17	0	14	8	8	0
3:127285170-127336955:+	14	0	0	0	0	0	0	0	0	0	0
3:127285170-127338876:+	13	0	0	0	0	0	0	0	0	0	0
3:127450080-127453711:+	0	0	0	0	0	8	0	0	0	0	0
3:128759348-128776477:-	9	0	0	0	0	0	0	0	0	0	0
3:128765568-128776477:-	0	0	0	0	0	0	9	0	0	0	0
3:131109364-131144081:-	8	0	0	0	0	0	0	0	0	0	0
3:131133309-131144081:-	44	0	0	0	8	17	0	13	0	13	0
3:131133309-131155685:-	0	0	0	0	0	0	0	8	0	0	0
3:131376157-131420474:+	7	0	0	0	0	0	0	0	0	0	0
3:132262649-132290870:+	10	0	0	0	0	0	0	0	0	0	0
3:132698849-132711528:+	28	0	0	0	10	0	0	12	0	0	0
3:132698849-132730127:+	11	8	0	0	0	11	0	8	0	0	0
3:132710418-132730127:+	9	0	0	0	0	0	0	0	0	0	0
3:1372481-1420412:-	6	0	0	0	0	0	0	0	0	0	0
3:13854402-13854615:+	49	6	0	0	16	10	0	17	14	8	0
3:1580506-1593768:-	24	0	0	0	0	0	0	6	0	0	0
3:16038896-16078662:-	46	12	0	0	0	7	6	12	0	9	0
3:16318936-16328040:-	9	0	0	0	0	0	0	0	0	0	0
3:16320465-16341799:-	8	0	0	8	0	0	0	0	0	0	0
3:16341632-16344832:-	24	6	0	0	0	8	13	13	8	0	25
3:16486967-16487913:-	26	10	0	0	0	0	0	0	0	0	0
3:16585428-16591799:-	0	0	6	7	0	0	0	0	0	0	0
3:16847446-16853935:-	0	0	0	0	6	0	0	0	0	6	0
3:16850858-16852817:-	0	0	0	6	0	0	0	0	0	0	0
3:16850858-16853935:-	9	0	0	0	0	0	0	0	0	0	0
3:16852713-16853935:-	26	6	0	9	0	0	0	0	0	0	0
3:16964039-16964840:-	146	18	0	0	33	17	0	39	23	17	0
3:16964039-16971275:-	61	33	0	0	6	12	0	23	14	21	0
3:17290671-17292922:-	8	0	0	0	0	0	0	0	0	0	0
3:17627421-17629123:-	0	0	0	11	0	0	0	0	0	0	0
3:17693008-17693900:-	65	17	7	22	11	21	10	23	7	11	16
3:17840568-17855047:-	0	0	0	0	0	0	0	0	0	0	12
3:17849351-17853152:-	0	0	0	0	0	0	0	0	0	0	11
3:18069858-18071726:+	7	6	24	20	0	0	15	0	7	0	0
3:18512813-18513266:+	81	13	14	7	12	10	34	19	9	27	0
3:18512813-18514451:+	13	0	0	0	0	0	17	0	0	0	0
3:18826736-18830614:+	34	10	0	10	15	0	0	6	0	7	0
3:18826736-18836800:+	34	7	0	0	0	15	0	11	0	6	0
3:18826736-18848587:+	6	0	0	0	0	0	0	0	0	0	0
3:19199805-19200667:-	0	6	0	0	0	0	0	0	0	0	0
3:19407559-19408226:+	9	0	0	0	0	0	0	0	0	0	0
3:19544392-19546962:-	0	0	7	0	0	0	7	0	0	0	0
3:21478592-21479084:+	0	6	0	0	0	0	0	0	0	0	0
3:21550802-21561275:-	59	0	0	0	0	9	0	0	11	0	0
3:22094560-22119659:-	8	0	0	0	0	0	0	9	0	0	0
3:22601702-22607539:+	6	0	0	0	0	0	0	0	0	0	0
3:22603928-22604675:+	22	0	0	0	0	0	0	0	0	0	0
3:22660734-22666364:+	8	0	10	0	0	0	10	0	0	0	6
3:22660734-22671468:+	9	0	0	0	0	0	0	0	0	0	0
3:22745956-22746522:+	24	0	0	0	0	0	0	0	0	0	0
3:22745956-22747699:+	23	0	0	0	8	0	0	0	0	7	0
3:22796025-22822228:+	0	0	0	0	0	0	8	0	0	0	0
3:23087627-23102487:+	6	0	0	0	0	0	0	0	0	0	0
3:23090600-23102487:+	8	0	0	0	0	0	0	0	0	0	0
3:23099434-23102487:+	9	0	0	0	0	0	0	0	0	0	0
3:23692699-23704670:-	92	38	10	16	27	25	33	56	30	29	53
3:23826981-23827555:+	26	0	0	0	0	8	9	0	0	0	45
3:24040958-24043662:-	12	0	0	0	0	9	0	0	0	0	0
3:24040958-24045685:-	6	0	0	0	0	0	0	0	0	0	0
3:24043512-24045685:-	10	0	0	0	0	0	0	0	0	0	0
3:24052121-24060456:-	7	0	0	0	0	0	0	0	0	0	0
3:24219602-24222862:-	8	0	0	0	0	0	0	0	0	0	0
3:24224647-24226059:-	11	0	0	0	0	0	0	0	0	0	0
3:24293881-24295321:-	6	0	0	0	0	0	0	0	0	0	0
3:24320704-24366176:-	0	0	0	0	6	0	0	0	0	0	0
3:24362705-24366176:-	0	0	0	0	0	0	0	0	0	6	0
3:24404317-24410372:-	22	0	0	0	0	0	0	0	0	0	0
3:24404317-24462328:-	6	0	0	0	0	6	0	6	11	0	0
3:24430844-24433834:-	38	0	0	0	0	7	0	15	10	13	0
3:24430844-24462328:-	10	0	0	0	0	0	0	0	0	0	0
3:24498631-24520335:-	6	0	0	0	0	0	0	0	0	0	0
3:24513509-24514291:-	34	0	0	0	0	6	0	8	0	0	0
3:24520184-24550737:-	163	72	0	0	64	77	0	137	42	67	0
3:24520184-24566871:-	7	0	0	0	0	0	0	0	0	0	0
3:24539073-24550737:-	29	6	0	0	0	9	0	16	0	6	0
3:24543198-24557477:-	7	0	0	0	0	0	0	0	0	0	0
3:24550619-24566871:-	42	7	0	0	0	7	0	16	6	0	0
3:24921076-24921940:+	7	0	0	0	0	0	0	0	0	0	0
3:24942663-24943128:+	6	0	0	0	0	0	0	0	0	0	0
3:24954834-24969033:+	7	0	0	0	0	0	0	6	0	0	0
3:24973989-24980660:+	9	0	0	0	6	0	0	0	0	0	0
3:24994424-25001300:+	8	0	0	0	0	0	0	0	0	0	0
3:25122957-25123991:+	12	0	0	0	0	0	0	0	0	0	0
3:25200951-25225309:-	7	0	0	0	0	0	0	0	0	0	0
3:25206305-25225309:-	12	0	0	0	0	0	0	0	0	0	0
3:25217339-25220847:-	47	10	0	0	10	0	0	13	0	12	0
3:25217339-25225309:-	12	13	0	0	0	0	0	8	0	0	0
3:25217339-25227533:-	10	0	0	0	0	0	0	0	0	0	0
3:25217339-25233900:-	11	0	0	0	0	0	0	7	0	0	0
3:25218372-25225309:-	328	20	0	0	25	29	0	39	19	11	0
3:25222203-25225309:-	57	7	0	0	0	10	0	10	0	8	0
3:25222203-25227533:-	27	8	0	0	0	0	0	0	0	10	0
3:25222203-25233900:-	0	0	0	0	0	0	0	0	0	6	0
3:25231511-25233900:-	15	0	0	0	0	0	0	0	0	0	0
3:25241092-25241773:+	39	0	0	0	0	0	0	8	0	12	0
3:25241092-25242712:+	47	9	0	0	6	7	0	29	0	9	0
3:25403886-25410180:-	0	0	0	16	0	0	0	0	0	0	0
3:25451583-25454001:+	10	0	0	0	6	9	0	7	0	0	0
3:26102244-26107737:-	11	0	0	0	0	0	0	0	0	0	0
3:26170254-26172107:-	0	0	0	19	0	0	0	0	0	0	0
3:26171314-26172107:-	8	0	0	0	0	0	0	0	0	0	0
3:26328979-26337389:+	19	8	0	0	0	0	0	8	0	0	0
3:26345939-26357462:+	8	0	0	0	0	0	0	0	0	0	0
3:26459984-26487774:+	0	0	0	14	0	0	9	0	0	0	0
3:26683192-26685606:+	206	36	21	0	44	41	36	61	18	40	0
3:26683192-26690578:+	66	21	0	0	14	23	7	32	7	20	0
3:26685469-26690578:+	15	0	0	0	0	0	0	0	0	0	0
3:26689979-26703165:+	0	8	0	0	0	0	0	0	0	0	0
3:26689979-26705896:+	0	6	0	0	8	7	0	0	0	0	0
3:26691920-26693748:+	13	0	0	0	0	0	0	0	0	0	0
3:26691920-26697117:+	41	0	0	0	0	9	0	12	0	10	0
3:26696892-26701952:+	7	0	0	0	0	0	0	0	0	0	0
3:26696892-26703165:+	16	0	0	0	7	11	0	7	7	6	0
3:26698721-26703165:+	14	0	0	0	0	0	0	0	0	0	0
3:26701498-26701952:+	0	0	0	0	0	0	0	0	0	0	19
3:26701498-26703165:+	167	57	0	0	33	36	15	47	18	40	0
3:26701498-26705896:+	20	7	0	0	0	6	0	15	7	10	0
3:26706434-26707696:+	70	18	0	0	6	18	0	17	7	9	14
3:26726401-26730173:+	6	0	0	0	0	0	0	0	0	0	0
3:26731231-26732627:+	0	0	0	0	0	0	0	0	0	8	0
3:26750928-26751512:+	11	0	0	0	0	0	0	0	0	0	0
3:27176542-27189167:-	0	0	0	0	0	0	0	0	0	0	6
3:27292823-27293334:-	16	7	0	0	0	7	0	0	0	0	0
3:28242596-28243686:-	0	0	0	0	0	0	6	0	0	0	0
3:2829222-2831893:+	8	0	0	0	0	0	0	0	0	0	0
3:28314169-28316405:+	0	0	15	0	0	0	86	0	0	0	17
3:28428100-28428304:-	10	0	0	0	0	7	0	0	0	0	0
3:28445130-28447699:-	6	0	0	0	0	0	0	0	0	0	0
3:28445130-28472918:-	0	0	0	0	0	0	0	0	0	0	11
3:28463268-28472918:-	12	0	0	0	0	0	0	0	6	0	0
3:28594975-28600542:-	0	0	0	11	0	0	0	0	0	0	0
3:28617582-28790148:+	0	0	0	0	0	0	0	6	0	0	0
3:28638833-28653872:+	6	0	0	0	0	0	0	0	0	0	0
3:28638833-28692651:+	9	7	0	0	0	7	0	9	0	0	0
3:28645514-28657996:+	7	0	0	0	0	0	0	0	0	0	0
3:28653794-28692651:+	11	0	0	0	7	6	0	0	0	6	0
3:28653794-28754578:+	0	0	0	6	0	0	0	0	0	0	0
3:28903671-28904794:-	46	20	95	62	12	17	150	20	11	7	87
3:31250807-31253767:+	35	13	0	0	14	9	0	14	0	9	0
3:31250807-31266844:+	0	8	7	0	0	15	0	16	7	22	18
3:31255431-31256666:+	9	8	0	0	0	0	0	9	0	0	0
3:31255431-31258924:+	79	21	0	0	21	26	8	29	11	7	0
3:31255431-31260746:+	7	0	0	0	0	0	0	0	0	0	0
3:31258830-31266844:+	50	0	0	0	18	23	0	23	7	15	0
3:31260665-31266844:+	37	9	0	0	7	12	0	18	0	6	0
3:31265466-31266844:+	10	0	0	0	0	0	0	0	0	0	0
3:31283102-31285667:+	8	0	0	0	0	0	0	0	0	0	0
3:31350603-31353873:+	0	0	0	11	0	0	0	0	0	0	0
3:31358569-31359294:+	63	21	12	11	18	12	9	23	0	15	27
3:31360594-31361255:+	6	0	0	0	0	0	0	0	0	0	0
3:31385092-31406396:+	33	13	0	10	7	0	16	14	0	0	0
3:3189175-3197925:+	7	0	0	0	0	0	0	0	0	0	0
3:31988380-31994331:-	0	0	0	0	7	0	0	0	0	0	0
3:31988380-32085104:-	15	6	16	21	18	8	6	17	0	11	0
3:31990125-32085104:-	6	0	0	0	0	0	0	0	0	0	0
3:32047942-32067395:-	25	8	6	0	6	6	6	9	0	11	0
3:32047942-32085104:-	130	76	44	0	57	54	65	78	38	44	30
3:32056358-32067395:-	16	0	0	0	0	0	0	0	0	0	0
3:32056358-32085104:-	46	9	0	0	13	11	9	6	0	0	0
3:32059054-32067395:-	9	0	0	0	0	0	0	0	0	0	0
3:32059054-32085104:-	26	0	0	0	11	13	0	10	12	10	0
3:32063947-32085104:-	8	0	0	0	0	0	0	0	0	0	0
3:32081241-32085104:-	10	0	0	0	6	0	0	6	0	0	0
3:32116490-32130236:-	45	11	0	0	10	13	0	20	9	12	0
3:32125215-32127110:-	7	0	0	0	0	0	0	0	0	0	0
3:32541538-32544122:-	29	0	0	0	0	0	0	0	0	0	0
3:32541538-32570133:-	13	0	0	0	0	0	0	0	0	0	0
3:32541538-32577584:-	28	36	0	0	31	43	0	80	32	55	0
3:32542588-32569154:-	30	0	0	0	0	6	0	0	0	6	0
3:32544048-32569154:-	25	0	0	0	0	0	0	6	0	0	0
3:32558923-32570133:-	8	0	0	0	0	0	0	0	0	0	0
3:32558923-32577584:-	32	51	0	0	57	83	0	113	67	55	0
3:32569055-32570133:-	11	0	0	0	0	0	0	0	0	0	0
3:32569055-32577584:-	72	87	0	0	69	87	0	120	52	96	0
3:32569998-32577584:-	54	36	0	0	33	64	0	70	25	51	0
3:32575573-32577584:-	0	0	0	0	6	0	0	0	0	0	0
3:32978444-32979037:+	68	13	0	0	12	12	0	23	6	19	0
3:33067905-33082517:+	6	0	0	0	0	0	0	0	0	0	0
3:33785886-33787969:+	9	0	0	0	0	0	0	0	0	0	0
3:33789130-33791943:+	11	7	0	0	0	6	0	7	0	0	0
3:357112-367309:-	17	0	0	0	0	0	0	11	0	0	0
3:37528196-37540796:-	0	7	0	0	9	6	0	14	0	12	0
3:37566453-37572840:+	17	0	0	0	0	0	6	0	0	6	0
3:37566453-37586087:+	0	0	0	0	0	0	0	0	0	0	29
3:37669207-37671468:+	7	0	0	0	0	0	0	0	0	0	0
3:37706320-37710535:-	0	0	0	0	0	0	8	0	0	0	0
3:37890037-37895447:-	0	0	8	0	0	0	0	0	0	0	0
3:37895299-37914190:-	0	0	0	8	0	0	0	0	0	0	0
3:3820155-3822636:+	22	6	0	0	0	12	6	11	0	7	0
3:38413986-38414699:+	38	11	24	19	9	6	47	22	8	10	0
3:38413986-38472523:+	0	0	0	0	0	0	18	6	0	7	0
3:38470923-38472523:+	29	7	6	0	10	8	24	11	7	0	28
3:38483179-38484897:+	13	0	6	26	6	6	0	0	6	0	0
3:38493455-38494815:+	9	0	0	0	0	0	0	0	0	0	0
3:38734410-38745384:-	9	0	0	0	0	0	0	10	0	0	0
3:38741342-38745384:-	191	46	0	10	37	39	0	74	22	27	0
3:39445691-39454645:-	7	0	0	0	0	0	0	0	0	0	0
3:39445691-39467043:-	8	0	0	0	0	0	0	0	0	0	0
3:39466945-39478565:-	63	21	7	8	17	13	9	25	13	11	0
3:39819489-39821448:-	0	0	0	0	0	0	7	0	0	0	0
3:40099335-40113055:+	57	17	0	0	14	7	0	24	8	11	0
3:40102904-40113055:+	6	0	0	0	0	0	0	0	0	0	0
3:40102904-40125171:+	0	0	0	7	0	0	0	0	0	0	0
3:40112859-40125171:+	8	0	0	0	0	0	0	0	0	0	0
3:40116227-40118148:+	36	0	0	0	0	6	0	6	0	0	0
3:40116227-40125171:+	31	0	0	0	0	6	0	8	0	0	0
3:40144806-40152799:+	0	0	0	8	0	0	0	0	0	0	0
3:40148241-40152799:+	0	0	0	0	0	0	0	9	0	0	0
3:40285328-40291060:-	0	0	0	0	0	0	0	7	0	0	0
3:40331892-40341163:+	12	0	0	0	0	0	0	6	0	0	0
3:40446250-40457300:+	53	7	16	0	7	18	22	16	0	8	0
3:40446250-40490735:+	17	0	0	0	0	9	0	0	0	0	0
3:40456608-40457300:+	21	0	12	0	0	0	10	8	0	0	0
3:40456608-40471377:+	34	7	0	0	0	7	11	9	0	0	0
3:40456608-40490735:+	24	6	0	0	0	0	0	9	0	0	0
3:40469708-40471377:+	7	0	0	0	0	0	0	0	0	0	0
3:40469708-40490735:+	30	0	0	0	9	16	0	6	0	0	0
3:40469708-40502122:+	6	0	0	0	0	0	0	0	0	0	0
3:40901262-40917549:+	43	7	0	16	0	10	0	9	0	6	0
3:40954687-40955809:-	30	0	0	0	0	0	0	7	0	0	0
3:40961023-40983377:-	6	0	0	0	0	0	0	0	0	0	0
3:41229780-41244904:-	95	25	0	0	35	10	0	21	11	21	0
3:41348116-41349079:+	7	0	0	0	0	0	0	12	10	0	0
3:41449001-41461373:+	0	0	0	9	0	0	0	0	0	0	0
3:41449001-41464668:+	6	0	0	0	0	0	0	0	0	0	0
3:41951779-41952939:-	16	0	0	0	0	0	0	0	0	0	0
3:41952795-41962459:-	12	9	0	0	0	0	0	0	0	0	0
3:41970937-41978180:-	9	0	0	0	0	0	0	0	0	0	0
3:41973351-41978180:-	32	0	0	0	6	6	0	8	0	8	0
3:41980347-41993675:-	7	0	0	0	0	0	0	0	0	0	0
3:41990106-41991443:-	17	6	0	0	0	0	0	0	0	0	0
3:41990106-41993675:-	6	0	0	0	0	0	0	0	0	0	0
3:41997363-42001550:-	10	0	0	0	0	0	0	0	0	0	0
3:41997363-42008713:-	8	0	0	0	0	0	0	0	0	0	0
3:41997363-42012685:-	10	0	0	0	0	0	0	0	0	0	0
3:42001402-42012685:-	149	30	6	0	28	23	9	41	12	17	0
3:42011358-42012685:-	36	6	0	0	0	0	0	8	0	10	0
3:42073024-42088579:+	7	0	0	0	0	0	0	0	0	0	0
3:42073024-42106025:+	14	6	0	0	0	0	0	0	0	0	0
3:42333124-42339407:-	6	0	0	0	0	0	0	0	0	0	0
3:4256519-4279580:-	48	15	0	0	0	0	0	19	9	9	0
3:4257856-4277544:-	11	0	0	0	0	0	0	0	0	0	0
3:4257856-4279580:-	49	31	0	0	7	6	0	34	10	37	0
3:425873-428622:+	32	14	0	0	9	0	0	0	0	0	0
3:42614250-42617268:+	8	0	0	0	0	0	11	0	0	0	0
3:4264223-4277544:-	37	6	0	0	15	0	0	16	0	0	16
3:4264223-4279580:-	68	14	0	0	0	0	0	28	8	18	0
3:4269794-4279580:-	73	38	0	9	23	23	18	27	6	26	0
3:4277379-4279580:-	17	0	0	0	0	0	0	0	0	0	0
3:4288137-4308978:-	22	14	0	13	7	0	7	19	6	12	0
3:42881921-42882168:+	41	14	0	0	0	6	16	7	7	0	0
3:42881921-42887048:+	9	0	8	6	0	0	11	0	0	0	0
3:42881921-42902838:+	25	6	12	15	0	0	27	6	0	0	0
3:42886965-42902838:+	6	0	0	0	0	0	0	0	0	0	0
3:42919425-42920029:+	6	0	0	0	0	0	0	0	0	0	0
3:42946460-42959932:+	12	0	0	9	0	0	0	0	0	0	0
3:43960848-43962443:-	0	0	0	0	0	0	0	0	0	0	12
3:43963653-43968111:-	0	0	0	0	0	0	0	6	0	0	0
3:44090294-44122061:-	0	0	0	0	0	0	6	0	0	0	0
3:44095480-44106130:-	21	6	0	0	0	0	0	0	0	6	0
3:44095480-44122061:-	0	0	0	23	0	0	0	0	0	7	0
3:44102880-44122061:-	6	87	33	39	89	101	29	71	73	113	60
3:44105996-44122061:-	0	7	7	0	12	31	9	16	9	9	12
3:44109595-44122061:-	0	7	0	0	7	8	0	7	0	10	0
