circRNA	cow-liver-K024	cow-testis-adult-1	cow-liver-K001	pig-testis-Testis-31	pig-testis-Testis-73	cow-testis-adult-2	pig-liver-old-1	pig-liver-young-1	pig-testis-Testis-91	cow-liver-B005	pig-testis-Testis-54	cow-testis-neonat-2	cow-testis-neonat-1	cow-liver-K018	cow-liver-B028	cow-testis-neonat-3	pig-liver-old-2	cow-testis-adult-3	pig-testis-Testis-05	pig-testis-Testis-65	cow-liver-K006	cow-liver-K011	cow-liver-B008	pig-testis-Testis-16	cow-liver-B022	cow-liver-K013	cow-liver-B004	pig-liver-young-2	cow-liver-B027
2:85592635-85597549:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
2:85594120-85597549:+	0	0	0	16	0	0	8	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	6	0	0	0	0	0
2:85594120-85604438:+	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:85594120-85606040:+	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:85637856-85648101:-	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
2:85895663-85897972:+	0	0	0	23	8	0	0	0	9	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
2:85895663-85901430:+	0	0	0	143	39	0	0	12	23	0	34	0	0	0	0	0	9	0	55	38	0	0	0	42	0	0	0	0	0
2:85928094-85930799:+	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:85950903-85955512:-	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:85961544-85962130:-	0	8	0	0	0	8	0	0	0	0	0	7	20	0	0	14	0	10	0	0	0	0	7	0	0	0	0	0	0
2:85967070-85972602:-	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:86073342-86076932:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	6
2:860858-867852:-	0	0	0	0	0	0	0	0	0	0	0	9	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:86240229-86260680:-	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:86240229-86270975:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
2:86240229-86290747:-	0	12	0	0	0	15	0	0	0	0	0	7	9	0	0	13	0	13	0	0	0	0	0	0	0	0	0	0	0
2:86260608-86290747:-	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0
2:86270847-86290747:-	0	30	0	0	0	58	0	0	0	0	0	10	14	0	0	26	0	53	0	0	0	0	0	0	0	0	0	0	0
2:86283256-86290747:-	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
2:86287795-86290747:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
2:86334450-86356670:-	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
2:86340120-86364687:-	0	0	0	11	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
2:86340120-86378053:-	0	0	0	10	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:86356558-86364687:-	0	0	0	26	6	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:86610013-86612488:+	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:86610013-86618442:+	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
2:86610013-86639425:+	0	6	0	0	0	9	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0
2:86888162-86910939:-	0	0	0	27	0	0	0	0	0	0	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
2:86888162-86954873:-	0	0	0	25	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:86893733-86910939:-	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:86893733-86954873:-	0	0	0	31	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:86906160-86910939:-	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:86906160-86954873:-	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:86968516-86977217:-	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:87065199-87068801:-	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:87254644-87264182:+	0	0	0	26	0	0	0	13	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	6	0	0	0	0	0
2:87745802-87760449:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	9	0
2:87821309-87832068:-	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:87831340-87859394:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
2:87877602-87929290:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	0
2:87915971-87931156:+	0	0	0	0	0	0	10	15	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
2:87942801-88017560:-	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:88043810-88070008:+	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0
2:88057794-88062654:+	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:88057794-88070008:+	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
2:88066202-88070008:+	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:88144037-88184249:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
2:88144037-88206327:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
2:88184109-88206327:-	0	0	0	11	6	0	34	39	0	0	7	0	0	0	0	0	48	0	12	9	0	0	0	0	0	0	0	14	0
2:88196737-88206327:-	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
2:88334350-88338133:+	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:88358553-88360045:+	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:88358553-88372391:+	0	0	0	32	17	0	0	0	8	0	8	0	0	0	0	0	0	0	0	8	0	0	0	11	0	0	0	0	0
2:88499747-88502506:-	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0
2:88676021-88677083:-	0	0	0	35	9	0	0	0	6	0	8	0	0	0	0	0	0	0	11	0	0	0	0	6	0	0	0	0	0
2:88878454-88879456:-	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:88981272-88982974:+	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:89079717-89081961:+	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
2:89079717-89099776:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
2:89083910-89085932:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:89083910-89098329:+	0	0	0	19	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:89113159-89126684:+	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
2:89118712-89120990:+	23	0	12	0	0	0	0	0	0	19	0	0	0	9	32	0	0	0	0	0	13	17	12	0	11	10	16	0	26
2:89118712-89126684:+	49	0	24	0	0	0	0	0	0	48	0	6	0	49	52	0	0	0	0	0	40	37	48	0	72	49	55	0	74
2:89119408-89129740:+	0	0	0	26	9	0	0	0	10	0	11	0	0	0	0	0	0	0	21	9	0	0	0	11	0	0	0	0	0
2:89134440-89141013:+	0	0	7	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:89144396-89148948:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
2:89278718-89384364:+	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:89312693-89326826:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
2:89323269-89350868:+	0	0	0	7	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:89323269-89384364:+	0	0	0	6	0	0	0	0	13	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
2:89323269-89413823:+	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:89359612-89384364:+	0	0	0	19	12	0	0	0	7	0	7	0	0	0	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0
2:89360816-89384364:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:89475704-89480876:+	0	9	0	0	0	7	0	0	0	0	0	7	0	0	0	14	0	12	0	0	0	0	0	0	0	0	0	0	0
2:8947586-8949544:+	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	10	0	8	0	0	0	0	0	0	0	0	0	0
2:89561709-89568738:-	0	0	0	0	0	0	0	0	0	0	0	10	13	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
2:89561709-89582145:-	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:89579719-89582145:-	0	13	0	0	0	9	0	0	0	0	0	44	17	13	0	49	0	17	0	0	0	0	0	0	0	7	0	0	0
2:89610603-89646637:-	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:89617479-89646637:-	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:89620772-89629893:-	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:89629713-89646637:-	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:8968850-8977666:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
2:89723609-89740274:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
2:89754513-89755030:+	0	0	0	0	0	0	0	0	0	0	0	16	14	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
2:89874986-89879505:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
2:90110727-90148732:-	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:90151612-90175391:-	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:90797799-90802111:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
2:90797799-90806688:+	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:90956794-90958624:+	15	7	0	0	0	18	0	0	0	12	0	52	139	13	10	60	0	16	0	0	8	15	7	0	7	22	11	0	11
2:90980855-90994757:+	8	0	0	0	0	0	0	0	0	0	0	0	8	7	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0
2:91099271-91107057:+	0	6	7	0	0	7	0	0	0	0	0	19	25	0	0	20	0	0	0	0	0	0	6	0	0	0	0	0	0
2:91099271-91124731:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6
2:91382876-91468627:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
2:91384390-91455566:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:91384390-91465447:+	0	0	0	69	14	0	0	0	17	0	27	0	0	0	0	0	0	0	12	23	0	0	0	16	0	0	0	0	0
2:91428881-91429779:+	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
2:91432113-91449583:+	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
2:91455399-91465447:+	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
2:91455399-91510887:+	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
2:91702638-91708184:-	13	0	6	0	0	0	0	0	0	28	0	36	92	6	29	43	0	0	0	0	23	0	12	0	16	15	18	0	39
2:91768019-91773257:+	0	0	0	0	7	0	0	0	0	0	8	0	0	0	0	0	0	0	9	0	0	0	0	8	0	0	0	0	0
2:9342622-9343503:-	0	0	0	27	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
2:93509162-93525874:+	0	0	0	0	0	8	0	0	0	0	0	8	12	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
2:93621869-93623038:+	0	0	0	0	0	0	0	0	0	0	0	20	17	0	0	12	0	6	0	0	0	0	0	0	0	0	0	0	0
2:94468939-94477004:-	12	10	0	0	0	17	0	0	0	7	0	48	76	13	10	54	0	12	0	0	8	7	11	0	11	19	7	0	0
2:9492997-9511133:+	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
2:94971945-94977234:+	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:94977091-94984737:+	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:95042254-95047135:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:95070313-95072488:+	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:95427088-95427719:-	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:95626620-95677798:-	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:9562873-9579712:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
2:95661293-95677798:-	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:9567020-9579712:-	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:96011757-96018684:+	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:96152765-96165180:-	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2:9653541-9672029:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	6
2:96610193-96611264:+	0	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
2:97698372-97698638:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
2:97706419-97710565:+	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
2:97777636-97784590:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
2:97867585-97890838:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
2:97867585-97921405:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
2:97867585-97949942:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
2:97890633-97921405:-	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	6	0	0	0	0	0	0	6	0	10	0	0	0	0
2:97890633-97949942:-	0	0	0	0	0	0	0	0	0	0	0	6	23	0	0	12	0	8	0	0	0	0	9	0	6	0	8	0	0
2:97911402-97949942:-	7	8	14	0	0	16	0	0	0	12	0	27	38	9	22	42	0	14	0	0	0	10	13	0	21	8	12	0	20
2:97948825-97949942:-	74	50	49	0	0	69	0	0	0	56	0	276	261	65	61	314	0	67	0	0	64	88	49	0	66	75	54	0	54
2:98010787-98012559:-	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
2:98351677-98356255:+	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	7
2:98355290-98356255:+	24	0	12	0	0	0	0	0	0	14	0	0	0	14	25	0	0	0	0	0	7	15	18	0	24	9	15	0	24
2:98386695-98392018:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
2:98418308-98422285:+	9	0	9	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	7	7	6	0	11	9	0	0	10
2:98462995-98463891:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:100247946-100251486:-	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:100353296-100354121:+	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
3:100353296-100356480:+	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:100437228-100438596:+	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:100462573-100463667:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
3:100564479-100568063:+	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:100567191-100568063:+	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	23	0
3:100611906-100612218:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
3:100611906-100680298:+	7	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
3:101026846-101050105:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
3:101051487-101058675:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:101055018-101058675:+	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:101102097-101118137:+	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
3:101102097-101134314:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
3:101106409-101134314:+	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:101126587-101134314:+	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:101130217-101134314:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:101148684-101152702:+	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:101280510-101303076:+	0	0	0	35	8	0	0	21	0	0	13	0	0	0	0	0	6	0	15	0	0	0	0	6	0	0	0	0	0
3:101288068-101324416:+	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:101302792-101303076:+	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:101473925-101480235:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
3:101473925-101483253:+	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0	0	0	0
3:101478345-101482099:+	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:101489042-101490684:+	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:101519229-101525570:+	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:101715702-101746713:+	22	9	14	0	0	11	0	0	0	10	0	25	30	18	13	20	0	6	0	0	9	18	18	0	10	15	11	0	18
3:101715702-101773694:+	10	0	0	0	0	0	0	0	0	6	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7
3:101735482-101773694:+	19	0	0	0	0	0	0	0	0	8	0	0	0	8	11	0	0	0	0	0	0	7	0	0	7	0	0	0	8
3:101765609-101771243:+	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
3:101765609-101775931:+	0	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0
3:101765609-101780247:+	0	0	0	84	32	0	0	0	35	0	30	0	0	0	0	0	0	0	42	24	0	0	0	24	0	0	0	0	0
3:101765609-101790729:+	0	0	0	26	14	0	0	0	12	0	6	0	0	0	0	0	0	0	18	10	0	0	0	12	0	0	0	0	0
3:101785073-101790729:+	0	0	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:101788322-101789381:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:101789179-101790729:+	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:102148518-102153753:-	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	9
3:102230626-102298741:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0
3:102243606-102261438:-	0	0	0	145	36	0	0	13	42	0	59	0	0	0	0	0	0	0	49	32	0	0	0	67	0	0	0	0	0
3:102243606-102298741:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
3:102298273-102298741:-	0	0	0	93	21	0	0	9	19	0	26	0	0	0	0	0	7	0	23	11	0	0	0	12	0	0	0	17	0
3:102298273-102302389:-	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:102849437-102850385:+	0	0	0	108	42	0	0	0	43	0	26	0	0	0	0	0	7	0	71	22	0	0	0	30	0	0	0	58	0
3:102927402-102934927:+	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:102927402-102939552:+	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:102948288-102957560:-	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:102950653-102957560:-	0	0	0	22	6	0	0	0	9	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0	0	0
3:102953381-102957560:-	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:102985114-102985936:+	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:103101044-103104717:-	0	0	0	21	0	0	0	0	10	0	13	0	0	0	0	0	0	0	13	0	0	0	0	9	0	0	0	0	0
3:103137965-103139501:+	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:103140013-103152191:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:103146414-103148195:+	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
3:103182104-103183861:+	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:103182104-103195023:+	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3:103310567-103324602:+	0	0	0	28	0	0	0	0	13	0	8	0	0	0	0	0	0	0	6	13	0	0	0	14	0	0	0	0	0
3:103310567-103331073:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
