circRNA	cow-liver-K024	cow-testis-adult-1	cow-liver-K001	cow-testis-adult-2	cow-liver-B005	cow-testis-neonat-2	cow-testis-neonat-1	cow-liver-K018	cow-liver-B028	cow-testis-neonat-3	cow-testis-adult-3	cow-liver-K006	cow-liver-K011	cow-liver-B008	cow-liver-B022	cow-liver-K013	cow-liver-B004	cow-liver-B027
25:19178065-19206769:+	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25:19202591-19262058:+	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25:19237784-19262058:+	0	11	0	21	0	0	0	0	0	0	17	0	0	0	0	0	0	0
25:19237784-19334846:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25:19475350-19496038:+	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
25:19599010-19601890:+	0	7	0	7	0	0	0	0	0	0	10	0	0	0	0	0	0	0
25:19809926-19811731:+	0	12	0	16	0	0	0	0	0	0	6	0	0	0	0	0	0	0
25:19940927-19941363:+	0	0	0	0	0	0	10	0	0	7	0	0	0	0	0	0	0	0
25:19982118-19983524:+	7	0	6	0	11	12	18	13	17	7	0	0	11	10	10	12	8	6
25:20010224-20010795:-	0	0	0	9	0	0	0	0	0	0	7	0	0	0	0	0	0	0
25:20040899-20057787:+	0	16	0	53	0	0	0	0	0	0	63	0	0	0	0	0	0	0
25:20049713-20057787:+	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25:20112085-20124183:+	0	7	0	0	0	17	17	0	0	10	0	0	0	0	0	6	0	0
25:2062228-2070822:+	64	13	33	14	35	46	72	46	69	87	12	43	40	43	36	35	27	35
25:20768120-20778835:-	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
25:20773919-20778835:-	0	0	0	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0
25:21130103-21133496:-	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
25:21204495-21204892:-	0	0	0	0	0	10	0	0	0	21	6	0	0	0	0	0	0	0
25:21763631-21765355:+	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
25:21763631-21786665:+	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
25:25202062-25202330:+	0	9	0	17	8	30	26	6	0	19	9	0	0	0	7	6	0	0
25:25663458-25671975:-	0	0	0	0	0	0	6	0	0	11	7	0	0	0	0	0	0	0
25:26051068-26051812:-	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	7
25:26665773-26666216:+	11	7	7	0	10	18	24	10	0	17	0	0	10	9	0	0	9	14
25:27700753-27704562:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
25:28013645-28019023:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
25:28113774-28114720:+	114	28	87	29	77	50	77	80	71	59	23	75	63	84	87	98	84	87
25:3101904-3148399:-	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	9	0	0
25:3147686-3148399:-	0	0	0	0	0	7	0	7	0	7	0	6	0	0	0	0	0	0
25:3270995-3271850:-	7	7	8	8	10	131	89	11	14	110	16	6	0	0	20	0	7	13
25:32788782-32789800:-	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
25:32808709-32810234:-	0	0	0	0	0	9	10	0	0	8	0	0	0	0	0	0	0	0
25:32808709-32819458:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
25:32819395-32830214:-	0	0	0	0	6	0	0	0	7	0	0	0	0	0	0	0	0	6
25:33085865-33087640:-	0	0	0	0	0	0	6	0	0	9	0	0	0	0	0	0	0	0
25:33686742-33696069:+	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0
25:33707696-33711006:+	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	6	0	0
25:33707696-33714190:+	0	0	0	17	0	0	16	0	0	0	6	0	0	0	0	0	7	0
25:346331-347292:-	0	0	0	6	0	0	0	0	0	7	0	0	0	0	0	0	0	0
25:35816594-35817715:+	0	0	0	0	0	0	7	6	6	0	0	0	0	0	0	0	0	0
25:36341634-36342118:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
25:36674270-36681580:-	10	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
25:37839272-37849573:-	8	0	0	0	7	0	6	0	0	10	0	0	0	6	0	8	8	0
25:37982220-37994139:-	0	15	0	21	0	0	0	0	0	0	10	0	0	0	0	0	0	0
25:37994783-38004226:-	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25:38003873-38004226:-	0	21	0	20	0	17	20	0	0	28	18	0	0	0	0	0	0	0
25:3818938-3819240:-	14	178	6	260	18	371	450	12	14	428	245	20	21	24	17	16	7	15
25:38328294-38329677:-	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
25:38644507-38654013:+	25	116	12	151	18	206	354	10	11	241	158	8	17	8	16	8	21	14
25:3895324-3904154:-	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
25:39890205-39912307:-	0	8	0	8	0	6	15	0	0	11	17	0	0	0	0	0	0	0
25:41844482-41857447:-	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
25:41849260-41857447:-	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
25:41967437-41978022:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
25:433215-445005:+	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
25:7625039-7628429:+	0	0	6	0	0	0	0	0	6	0	0	0	10	0	6	0	0	8
25:7689219-7690169:-	0	0	0	0	0	0	6	0	0	7	0	0	0	0	0	0	0	0
25:7741617-7749124:-	14	0	0	0	0	13	17	9	16	7	0	10	10	0	8	15	16	17
25:7894935-7895211:+	0	0	0	0	0	13	0	0	0	12	8	0	0	0	0	0	0	0
25:9176620-9188231:+	0	70	0	97	0	19	13	0	0	14	54	0	0	0	0	8	0	0
25:9176620-9217204:+	0	14	0	26	0	0	0	0	0	0	8	0	0	0	0	0	0	0
25:9574962-9575442:+	0	0	0	0	0	0	23	0	0	14	0	0	0	0	0	0	0	0
25:9651927-9657306:+	0	0	0	6	0	11	11	0	0	7	0	0	0	0	0	6	0	0
25:9651927-9667435:+	0	9	0	17	10	14	20	7	0	26	9	6	10	6	0	0	7	0
25:9651927-9704368:+	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
25:9655411-9657306:+	43	0	16	12	21	47	31	17	45	31	7	14	30	23	22	22	15	29
25:9655411-9662201:+	0	8	0	9	0	6	13	0	0	8	0	0	0	0	0	0	0	0
25:9699586-9737795:+	0	7	0	12	6	19	14	6	7	13	12	6	7	9	13	6	6	14
26:10191520-10203190:+	0	12	6	0	0	14	11	6	0	8	0	0	0	0	0	0	0	0
26:10969575-10970999:-	0	0	0	0	0	0	11	0	6	8	0	0	0	0	0	0	0	6
26:11415624-11425075:+	0	0	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0
26:13372823-13375513:+	40	7	14	0	11	35	41	33	17	38	9	21	15	20	21	22	19	15
26:13506973-13507552:+	0	12	0	7	0	35	27	0	0	29	15	6	0	0	0	10	0	7
26:13508171-13509867:+	0	0	7	7	0	19	26	6	6	19	0	0	0	0	7	0	0	6
26:13609384-13693351:-	0	0	0	0	0	0	6	6	0	8	0	0	0	0	0	0	0	0
26:13632713-13655399:-	6	0	0	9	0	13	9	6	0	15	0	7	0	0	0	7	7	0
26:13632713-13686097:-	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	6	0	0
26:13632713-13693351:-	28	0	19	0	9	8	0	15	25	0	0	7	13	15	18	29	17	14
26:13653416-13655399:-	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0
26:13653416-13686097:-	0	0	8	0	0	0	0	0	0	0	0	6	0	0	8	0	0	6
26:13653416-13693351:-	47	0	14	7	9	0	10	32	39	11	0	31	13	16	29	19	20	28
26:14263806-14268173:+	0	0	0	0	0	8	0	0	0	13	0	0	0	0	0	0	0	0
26:14263806-14275662:+	0	22	12	9	8	49	51	9	13	55	26	7	0	13	10	12	15	14
26:14292890-14301158:+	0	0	0	6	0	0	6	0	0	0	14	0	0	0	0	0	0	0
26:14292890-14321625:+	0	13	0	13	0	6	11	0	0	12	8	0	0	0	0	0	0	0
26:14292890-14345769:+	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
26:14295512-14321625:+	0	12	0	9	0	23	22	0	0	20	9	0	0	0	0	0	0	0
26:14295512-14345769:+	0	0	0	0	0	0	7	0	0	6	0	0	0	0	0	0	0	0
26:14301048-14321625:+	0	6	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0
26:15688467-15688784:+	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
26:15751258-15753739:+	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
26:15868460-15871933:-	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
26:15942966-15977012:+	0	0	0	0	0	0	7	0	0	0	8	0	0	0	0	0	0	0
26:15968807-15977012:+	0	6	0	11	0	8	18	0	0	0	7	0	0	0	0	0	0	0
26:15968807-15985120:+	9	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	6	0
26:16281156-16296110:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
26:16290698-16300327:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
26:16295922-16300327:+	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
26:17874074-17903311:-	0	7	0	10	0	22	25	0	0	11	6	0	0	0	0	0	0	0
26:17882990-17903311:-	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
26:18219076-18226757:+	6	0	0	0	0	7	18	0	0	13	0	0	0	0	0	6	0	0
26:19315511-19322578:+	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
26:20685494-20712978:+	8	0	6	0	6	0	0	0	7	0	0	0	7	6	7	0	8	0
26:20781479-20792995:+	0	0	0	0	0	0	0	0	11	0	0	6	0	6	0	0	6	7
26:20798220-20801045:+	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
26:20798220-20802616:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
26:20800889-20802616:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
26:21081341-21091658:-	0	6	0	19	0	0	0	0	7	0	22	0	0	0	0	0	0	0
26:21777019-21779293:+	16	17	0	0	0	17	13	10	7	17	18	0	13	0	8	6	7	0
26:21777019-21789922:+	0	0	0	0	0	0	9	0	0	10	0	0	0	0	0	0	0	0
26:22342398-22348752:+	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
26:22413541-22423351:-	14	0	10	0	10	0	17	12	17	14	0	20	12	15	17	23	11	23
26:22419424-22423351:-	17	7	11	17	13	55	46	19	12	45	13	25	15	10	20	15	17	12
26:22668229-22675771:-	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
26:23505098-23512803:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
26:24551819-24555665:+	27	73	16	60	14	183	205	30	38	190	69	9	18	17	22	13	15	32
26:24551819-24563907:+	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
26:24555515-24563907:+	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
26:24697832-24707581:-	0	0	0	7	0	0	0	0	0	0	9	0	0	0	0	0	0	0
26:24920389-24935090:+	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26:24939535-24943666:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26:26157565-26169961:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26:31149056-31152778:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
26:31447686-31458325:+	0	0	0	0	0	8	15	0	0	0	0	0	0	0	0	0	0	0
26:31447686-31459287:+	0	0	0	0	0	9	15	0	0	13	0	0	0	0	0	0	0	0
26:31512401-31513326:+	42	0	19	0	27	25	27	22	26	34	0	28	13	24	19	19	13	23
26:32940425-32943494:+	14	0	11	0	22	0	0	13	9	0	0	14	23	12	0	9	9	24
26:32972950-32974351:-	0	0	0	0	0	7	7	0	0	8	0	0	0	0	0	0	0	0
26:34179317-34180186:+	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
26:34300778-34302470:-	0	0	0	0	0	9	14	0	0	6	0	0	0	0	0	0	0	0
26:34313715-34340993:+	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
26:35031342-35061138:-	0	0	0	0	9	7	0	9	18	10	0	0	8	10	10	13	9	11
26:35300501-35310984:+	0	0	0	0	0	11	11	0	0	7	0	0	0	0	0	0	0	6
26:35573266-35586670:+	0	0	0	0	0	75	80	0	0	41	0	0	0	0	0	0	0	0
26:35573266-35606676:+	0	6	0	0	0	19	28	0	0	25	0	0	0	0	0	0	0	0
26:35573266-35645778:+	0	0	0	0	0	6	8	0	0	11	0	0	0	0	0	0	0	0
26:35697353-35707048:+	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0
26:35698807-35707048:+	0	0	0	0	0	22	25	0	0	15	0	0	0	0	0	0	0	0
26:35825952-35835075:+	0	0	0	0	0	9	13	0	0	7	0	0	0	0	0	0	0	0
26:38312113-38313732:-	0	12	0	41	0	0	0	0	0	8	48	0	0	0	0	0	0	0
26:38962229-38994721:-	0	0	0	9	0	0	6	0	0	11	11	0	0	0	0	0	0	0
26:38993388-38994721:-	0	0	0	7	0	9	0	0	0	0	10	0	0	0	0	0	0	0
26:39263042-39268838:-	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
26:39648340-39661230:-	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
26:40006709-40013783:+	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
26:40006709-40034187:+	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0	0	0	0
26:40020170-40023248:+	0	7	0	11	0	0	8	0	0	6	0	0	0	0	0	0	0	0
26:40871223-40876757:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
26:40884829-40886011:+	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26:40884829-40888738:+	0	0	0	0	0	0	8	0	0	0	7	0	0	0	0	0	0	0
26:41505952-41529843:-	41	28	19	7	29	23	19	20	46	21	6	29	29	32	44	34	21	40
26:41706724-41752722:-	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26:41706724-41823113:-	0	14	0	16	0	24	33	0	6	26	0	0	0	0	7	0	0	0
26:41743412-41823113:-	0	0	0	6	0	14	21	0	0	9	0	0	0	0	0	0	0	0
26:41806964-41823113:-	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
26:41808020-41823113:-	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26:42152769-42171765:+	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
26:42226184-42242278:+	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
26:42315202-42315939:+	0	0	0	0	0	7	10	0	0	14	0	0	0	0	0	0	0	0
26:44047524-44059599:-	0	22	0	94	0	0	0	0	0	0	51	0	0	0	0	0	0	0
26:44498180-44500489:+	18	44	15	93	12	28	31	24	22	61	70	26	19	22	15	14	18	13
26:44498180-44522927:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26:44498180-44527864:+	0	0	0	0	0	0	8	0	0	6	0	6	0	0	0	0	0	0
26:44499638-44500489:+	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
26:44499638-44530278:+	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26:44522739-44533612:+	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26:45567895-45574281:-	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
26:45624066-45654197:-	0	0	0	0	0	18	15	0	0	11	0	0	0	0	0	0	0	0
26:46448482-46462019:+	10	0	6	0	0	35	22	10	0	22	0	0	6	0	10	0	6	0
26:46494598-46508782:+	7	0	0	0	0	0	0	7	0	0	0	0	0	7	7	0	0	0
26:46508260-46513324:+	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
26:46523095-46579400:+	0	0	0	0	0	18	13	8	0	13	0	6	0	0	0	0	0	9
26:46830422-46860043:+	0	0	0	0	0	9	8	0	0	11	0	0	7	0	0	0	0	0
26:49398548-49412737:+	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
26:50166429-50169263:-	35	0	11	0	8	0	0	21	12	0	0	9	18	18	20	10	9	7
26:51009549-51029624:-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
26:672754-676552:-	21	0	0	0	8	24	25	0	19	27	8	6	7	11	17	14	18	10
26:786533-801014:+	39	73	36	63	16	173	245	25	78	235	66	13	27	24	42	27	42	53
26:8493197-8523510:+	0	0	12	0	0	0	0	0	0	0	0	6	0	0	0	0	6	9
26:8516746-8523510:+	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
26:8724764-8742108:-	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	7
26:8741256-8742108:-	10	0	10	0	17	0	0	15	16	0	0	12	10	14	16	0	19	11
26:8822147-8927321:-	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
26:8822147-8989388:-	0	0	0	0	0	12	6	6	0	0	0	0	0	0	0	0	0	0
26:8861090-8927321:-	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
26:8861090-8989388:-	0	14	0	0	0	13	14	0	0	10	0	0	7	0	6	0	0	9
26:9402053-9406122:-	0	0	0	0	0	0	6	0	0	9	0	0	0	0	0	0	0	0
27:13584116-13635254:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27:13706399-13708081:+	0	0	0	11	0	0	0	0	0	0	6	0	0	0	0	0	0	0
27:1371222-1377391:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
27:14380525-14386960:+	0	0	0	0	0	11	0	0	0	13	0	0	0	0	0	0	0	0
27:14401243-14402792:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27:14883212-14913574:-	0	0	0	0	0	0	0	0	0	10	0	0	7	0	0	0	0	0
27:14894545-14913574:-	0	0	0	0	6	11	13	10	0	10	0	8	8	0	0	0	0	6
27:15553908-15563869:+	67	7	34	11	52	27	18	60	67	28	10	50	58	55	50	50	56	70
27:15553908-15581625:+	47	0	25	0	20	0	0	30	16	0	0	34	39	20	29	24	22	34
27:15851176-15857118:-	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
27:16230323-16232299:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
27:16238478-16240786:+	0	0	0	0	0	0	0	0	0	0	0	0	11	8	0	6	0	12
27:16259193-16261592:+	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	6
27:16282113-16284357:+	0	0	0	0	10	0	0	0	0	0	0	0	7	0	11	0	0	0
27:16434520-16435591:-	0	6	0	6	0	41	34	0	0	29	20	0	0	0	0	0	0	9
27:16526496-16529779:-	8	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
27:19274754-19281736:-	0	0	0	0	0	0	7	0	0	9	0	0	0	0	0	0	0	0
27:19274754-19292011:-	0	0	0	0	0	9	17	0	0	12	0	0	0	0	0	0	0	0
27:19286417-19292011:-	0	6	0	11	0	10	0	6	0	8	0	0	0	0	0	0	0	0
27:19286417-19303918:-	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
27:19291846-19310481:-	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27:19400213-19400758:+	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0
27:19725123-19729119:-	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
27:19970317-19972969:-	25	0	9	0	14	15	11	15	32	10	7	10	18	14	29	14	26	25
27:20126398-20147533:-	0	0	0	8	0	0	0	0	0	8	9	0	0	0	0	0	0	0
27:20129905-20147533:-	0	0	0	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0
27:20133260-20147533:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
27:21439443-21461685:-	0	7	0	8	0	12	26	0	0	13	16	0	0	0	0	0	0	0
27:21439443-21482421:-	0	0	0	0	0	0	11	0	0	0	6	0	0	0	0	0	0	0
27:21455092-21461685:-	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
27:21455092-21482421:-	0	0	0	7	0	0	9	0	0	7	0	0	0	0	0	0	0	0
27:24261579-24265792:+	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6
27:24444233-24465972:-	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
27:24461916-24465972:-	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
27:25065740-25067368:+	0	7	0	8	0	15	12	0	0	6	11	0	0	6	0	0	0	0
27:25599323-25601423:+	0	0	0	12	0	0	0	0	0	10	0	0	0	0	0	0	0	0
27:26577531-26582726:+	0	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0
27:26577531-26618648:+	7	0	0	0	0	7	0	0	8	8	0	0	6	0	0	0	0	0
27:26726149-26737987:-	0	10	0	6	0	14	24	0	0	32	6	7	0	0	0	7	11	7
27:26726149-26760128:-	0	0	0	0	0	8	0	0	0	11	0	0	0	0	0	0	6	0
27:26736157-26737987:-	0	10	0	10	6	12	9	0	0	20	6	0	0	0	8	0	11	6
27:26957472-26987093:-	0	0	0	0	0	15	0	0	0	8	0	0	0	0	0	0	0	0
27:27164598-27165019:+	0	12	0	14	0	16	22	0	6	25	20	0	0	0	0	6	0	0
27:27164598-27169775:+	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
27:27164598-27189081:+	0	0	0	10	0	0	0	0	0	0	9	0	0	0	0	0	0	0
27:27183682-27189081:+	0	0	0	0	0	9	7	0	7	0	0	0	0	0	0	0	0	0
27:27183682-27199545:+	17	0	8	0	0	0	7	9	11	11	0	6	0	10	7	6	0	11
27:27204188-27232653:+	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0
27:27232232-27232653:+	9	0	0	0	0	0	0	6	0	0	0	0	0	8	0	0	0	0
27:29181161-29181456:-	0	17	6	10	0	83	88	0	7	103	16	0	0	7	14	0	8	18
27:33128237-33134299:-	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
27:33133859-33134299:-	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
27:33287740-33291559:+	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
27:33307126-33307780:+	0	0	0	0	0	0	6	0	0	9	0	0	0	0	0	0	0	0
27:33394857-33413492:+	0	0	0	0	0	0	9	0	0	6	0	0	0	0	0	0	0	0
27:33488703-33489425:-	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
27:33995051-34001152:+	0	0	0	0	0	15	13	0	0	24	9	0	0	0	0	0	0	0
27:34111078-34112752:+	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
27:34256708-34273712:+	0	7	0	14	0	7	22	0	0	10	11	0	0	0	0	0	0	0
27:34302459-34330950:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
27:34312182-34330950:+	0	13	0	31	0	7	7	0	0	0	12	0	0	0	0	0	0	0
27:34356653-34364550:+	0	0	0	9	0	0	0	0	0	8	0	0	0	0	0	0	0	0
27:34356653-34403792:+	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27:34484065-34496958:+	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27:34484065-34514618:+	0	39	0	85	0	0	0	0	0	0	58	0	0	0	0	0	0	0
27:34484065-34520612:+	0	41	0	76	0	0	0	0	0	0	46	0	0	0	0	0	0	0
27:34484065-34536215:+	0	6	0	13	0	0	0	0	0	0	9	0	0	0	0	0	0	0
27:34488225-34536215:+	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27:34605955-34640425:-	0	0	0	11	0	0	0	0	0	0	7	0	0	0	0	0	0	0
27:34623188-34640425:-	0	0	0	10	0	0	0	0	0	0	6	0	0	0	0	0	0	0
27:34623188-34668387:-	0	15	0	42	0	0	0	0	0	0	15	0	0	0	0	0	0	0
27:34795312-34814841:-	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27:34894415-34944801:+	0	14	0	27	0	6	0	0	0	0	13	0	0	0	0	0	0	0
27:35067399-35082994:+	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
27:36889230-36898049:-	15	13	11	8	15	49	45	9	11	54	8	19	19	14	10	19	10	19
27:37195988-37201909:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	7
27:37568549-37575431:-	7	0	0	0	6	0	0	0	8	0	0	0	6	0	9	0	0	0
27:37573740-37575431:-	9	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27:37599714-37618667:+	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
27:37714039-37721684:+	0	0	0	12	0	7	0	0	0	0	0	0	0	0	0	0	0	0
27:37814259-37825741:-	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
27:38597090-38642613:+	8	0	0	0	11	0	0	16	17	0	0	6	0	7	11	9	7	11
27:38642217-38642613:+	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
27:38712337-38717082:+	41	0	18	6	23	22	25	14	22	22	6	19	27	15	28	21	27	22
27:38712337-38734619:+	30	21	32	48	27	28	19	26	58	23	28	25	35	31	33	31	34	53
27:38912547-38915610:+	6	0	7	13	0	17	29	6	8	24	10	0	0	8	15	0	9	9
27:38912547-38928670:+	0	0	0	0	8	0	6	0	7	9	0	0	0	8	9	7	0	0
27:40028458-40066425:+	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
27:40057615-40066425:+	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
27:40060943-40066425:+	0	0	0	8	0	9	0	0	0	0	16	0	0	0	0	0	0	0
27:40062212-40064124:+	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27:40217919-40223982:-	24	0	7	0	12	0	0	25	13	0	0	0	0	0	24	11	0	6
27:41875573-41884252:+	0	0	0	0	0	0	7	0	0	6	0	0	0	0	0	0	0	0
27:41995225-42005151:-	0	6	0	0	0	0	0	0	8	0	0	0	0	0	6	6	0	0
27:42063714-42069731:+	10	0	0	12	11	52	30	19	17	22	10	8	8	10	17	0	0	26
27:5825805-5838762:+	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0
27:7663362-7674227:+	0	0	0	0	0	0	12	0	0	8	0	0	0	0	0	0	0	0
27:7666259-7674227:+	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
27:7684066-7686088:+	0	0	0	9	0	21	19	0	0	22	13	0	0	0	0	0	0	0
27:8044030-8046131:-	0	0	0	0	0	10	0	0	0	12	0	0	0	6	0	0	0	0
27:8597005-8597658:+	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
