circRNA	cow-liver-K024	cow-testis-adult-1	cow-liver-K001	cow-testis-adult-2	cow-liver-B005	cow-testis-neonat-2	cow-testis-neonat-1	cow-liver-K018	cow-liver-B028	cow-testis-neonat-3	cow-testis-adult-3	cow-liver-K006	cow-liver-K011	cow-liver-B008	cow-liver-B022	cow-liver-K013	cow-liver-B004	cow-liver-B027
19:25244079-25257557:+	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	11	0
19:25266161-25281437:+	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
19:25270488-25276122:+	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
19:25279389-25281437:+	0	0	0	0	7	0	0	0	0	6	0	0	0	0	6	0	0	0
19:26131437-26133330:+	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
19:26181730-26216759:-	0	0	0	0	0	6	12	0	0	0	0	0	0	0	0	0	0	0
19:26192153-26197821:-	0	0	0	10	0	0	0	0	0	13	8	0	0	0	0	0	0	0
19:26195673-26216759:-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19:27495859-27497926:+	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
19:27976939-27978273:-	0	0	0	6	0	0	0	0	0	7	0	0	0	0	0	0	0	0
19:28026804-28046307:+	35	48	19	38	27	25	35	25	50	30	52	22	30	42	65	24	42	45
19:28807417-28848460:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
19:30407726-30408597:+	0	0	0	19	0	0	0	0	0	0	10	0	0	0	0	0	0	0
19:30678570-30715284:+	0	0	0	0	0	0	13	0	0	11	0	0	0	0	0	0	0	0
19:30696827-30715284:+	0	0	0	0	0	0	11	0	0	11	0	0	0	0	0	0	0	0
19:30706309-30715284:+	8	8	0	0	0	0	9	0	0	13	0	0	0	0	0	0	0	0
19:32837628-32841560:-	0	12	0	40	0	16	22	0	0	39	17	0	0	0	0	0	0	0
19:33343012-33354135:+	0	17	0	23	6	28	72	0	0	56	46	7	0	0	0	8	6	7
19:33343012-33359673:+	0	0	0	0	0	8	16	0	10	0	0	0	0	6	11	0	7	0
19:33343012-33365305:+	0	0	0	20	0	10	10	0	0	15	8	0	0	0	0	0	6	0
19:33343012-33391717:+	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
19:33430513-33434884:+	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
19:33577875-33581115:-	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19:35485872-35504121:-	0	0	7	0	0	0	0	0	8	0	0	0	0	0	0	6	0	0
19:35540834-35547121:+	15	0	6	11	10	16	22	10	21	18	10	7	12	8	17	12	12	14
19:35540834-35562745:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
19:35560706-35562745:+	0	0	0	0	0	0	9	0	0	0	7	0	0	0	0	0	0	0
19:35705377-35720398:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19:36033437-36034772:+	55	18	44	12	39	81	77	61	62	62	13	29	61	46	51	63	55	64
19:36174683-36175365:-	0	0	0	17	0	0	0	0	0	0	12	0	0	0	0	0	0	0
19:36582346-36582947:-	0	0	0	0	0	6	7	0	0	25	0	0	0	0	0	0	0	0
19:37403416-37404655:-	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19:40149728-40153339:-	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19:40649701-40650132:-	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19:42333278-42345846:-	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
19:42768976-42769615:-	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
19:42832432-42834574:+	0	64	0	156	0	0	0	0	0	0	164	0	0	0	0	0	0	0
19:43153533-43156101:+	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19:43694044-43694385:-	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
19:44200455-44235188:-	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19:44213593-44263544:-	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
19:44756920-44759757:+	0	0	0	0	0	10	6	0	0	8	0	0	0	0	0	0	0	0
19:46026644-46065215:-	0	0	0	6	0	8	6	0	0	8	0	0	0	0	0	0	0	0
19:46043068-46065215:-	11	10	6	11	0	40	41	0	11	28	14	13	8	10	11	11	9	17
19:46043068-46135877:-	0	0	0	0	0	10	0	0	0	6	0	0	0	0	0	0	0	0
19:46053729-46135877:-	0	0	0	0	0	6	7	0	0	21	0	0	0	0	0	0	0	0
19:46134505-46135877:-	27	41	21	53	12	85	100	22	20	101	41	9	21	14	10	16	14	11
19:46213447-46219238:-	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
19:46213447-46225229:-	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
19:46223230-46233855:-	8	21	9	36	0	21	28	21	20	27	15	0	11	9	9	7	22	20
19:46954043-46956991:+	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0
19:46954043-46968141:+	0	0	0	0	0	10	9	0	0	7	0	0	0	0	0	0	0	0
19:46967973-46986181:+	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	8
19:46967973-47014917:+	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
19:46979751-46986181:+	10	10	9	16	6	35	31	8	9	25	23	0	13	0	6	15	7	0
19:46979751-47010720:+	0	0	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
19:46981188-46986181:+	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
19:47076424-47078974:+	0	0	0	0	0	7	6	0	0	14	0	0	0	0	0	0	0	0
19:47094681-47095215:+	0	0	0	0	0	0	6	0	0	18	0	0	0	0	0	0	0	0
19:47128477-47139821:-	0	0	0	9	0	0	0	0	0	0	6	0	0	0	0	0	0	0
19:47138398-47139821:-	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19:47621128-47626866:+	0	0	0	11	0	0	14	0	0	6	0	0	0	0	0	0	0	0
19:47621128-47638210:+	0	13	0	7	0	9	7	0	0	11	8	0	0	0	0	0	0	0
19:47621128-47650337:+	0	0	0	0	0	7	9	0	0	0	0	0	0	0	0	0	0	0
19:47637946-47638210:+	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
19:47921297-47944060:+	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19:48753586-48763622:-	0	8	0	0	0	12	9	0	0	18	12	0	0	6	0	0	0	0
19:49936029-49938885:-	8	0	6	0	13	23	36	6	7	25	8	7	0	0	0	8	9	11
19:50040716-50054191:-	0	0	0	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0
19:50048585-50054191:-	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	6	0
19:5036383-5039770:+	7	0	0	0	0	0	0	0	0	0	0	0	8	0	0	9	0	0
19:5062139-5067018:+	0	0	0	0	0	8	0	0	0	0	0	0	0	0	6	0	0	0
19:5062139-5068596:+	30	0	11	0	19	0	8	26	20	10	0	14	17	10	22	28	15	14
19:50676147-50676562:+	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19:50706186-50719679:+	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
19:5115955-5122700:+	0	0	0	0	0	9	11	0	0	0	0	0	0	0	0	0	0	0
19:5122567-5147474:+	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
19:5217333-5233090:+	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19:5229731-5233090:+	0	0	0	0	0	8	0	0	0	9	0	0	0	0	0	0	0	0
19:53792239-53797007:-	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
19:54577453-54578095:-	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
19:55183720-55185236:+	0	0	0	0	0	6	0	0	0	7	0	0	0	0	0	0	0	0
19:55403312-55406580:+	0	0	0	6	0	0	18	0	0	16	11	0	7	0	0	0	0	0
19:55845428-55845832:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
19:55917878-55922519:+	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19:5621800-5634257:-	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19:56435886-56436466:-	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
19:56548124-56549205:+	0	0	0	0	0	23	30	0	0	15	0	0	0	0	0	0	0	0
19:56979984-56981070:-	0	0	0	0	0	10	26	0	0	19	0	0	6	0	0	0	0	0
19:58218054-58260043:+	0	0	0	0	0	6	19	0	0	7	0	0	0	0	0	0	0	0
19:61315984-61317885:+	8	0	0	0	7	0	0	6	0	0	0	0	0	6	11	0	10	7
19:61442325-61446681:+	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
19:61471082-61472845:+	0	0	10	0	0	0	0	0	10	0	0	0	13	8	0	0	10	0
19:61530754-61532408:+	0	0	0	0	0	6	7	0	0	8	0	0	0	0	0	0	0	0
19:62237976-62238909:-	0	0	0	0	0	19	14	0	0	0	0	0	0	0	0	0	0	0
19:62550167-62563366:-	0	0	0	7	0	0	0	0	0	0	8	0	0	0	0	0	0	0
19:62550167-62591150:-	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
19:62560950-62591150:-	0	0	0	0	0	0	6	8	10	6	0	0	7	0	6	0	0	6
19:62613901-62619929:-	11	0	6	0	10	0	0	0	0	0	0	0	0	6	0	12	0	11
19:62613901-62622311:-	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8
19:62616402-62619929:-	0	0	0	0	6	0	0	0	0	0	0	8	0	11	8	7	0	0
19:62619740-62619929:-	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
19:62619740-62622311:-	0	0	0	0	7	0	0	0	8	0	0	0	15	0	13	6	6	0
19:63182472-63201941:-	0	0	6	0	0	0	0	0	9	0	0	9	6	10	0	0	10	8
19:63192107-63201941:-	6	0	0	0	0	7	8	6	7	0	0	0	0	0	0	0	0	9
19:63192107-63212355:-	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19:7728100-7731655:-	0	0	0	0	0	7	9	0	0	8	0	0	0	0	0	0	0	6
19:7773526-7775382:-	6	0	6	0	9	0	8	0	0	9	0	6	0	0	8	0	0	7
19:9420640-9423171:-	0	7	0	11	0	0	0	0	0	0	7	0	0	0	0	0	0	0
19:9420640-9427775:-	0	8	0	15	0	0	0	0	0	0	7	0	0	0	0	0	0	0
19:9476745-9477426:-	32	27	16	10	33	61	58	36	30	81	18	13	0	25	37	30	28	32
19:9666664-9678654:+	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0
19:9666664-9686130:+	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
19:9916247-9922599:+	0	0	0	15	0	0	10	0	0	0	6	0	0	0	0	0	0	0
19:9963670-9966739:-	0	6	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
1:100113673-100145980:+	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:10360227-10362943:+	0	14	0	7	0	68	65	0	0	48	12	0	0	0	0	0	9	0
1:10418537-10446067:+	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
1:10421279-10446067:+	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0
1:10434728-10446067:+	0	0	0	0	0	23	21	0	0	14	0	0	0	0	0	0	0	0
1:10434728-10473430:+	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0
1:10434728-10527798:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:10520948-10531151:+	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0
1:106175891-106184745:-	0	0	0	6	0	14	16	0	0	7	7	0	0	0	0	0	0	0
1:10661550-10683626:-	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
1:10672567-10683626:-	0	23	0	21	0	26	16	0	0	26	20	0	0	10	7	8	6	13
1:107053641-107062545:-	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:107060506-107062545:-	0	0	0	12	0	12	0	0	0	0	0	0	0	0	0	0	0	0
1:107108032-107124431:+	0	0	0	16	0	0	7	0	0	8	9	0	0	0	0	0	0	0
1:107108032-107166787:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:107119322-107124431:+	0	8	0	11	0	0	11	0	0	0	7	0	0	0	0	0	0	0
1:10726266-10733906:-	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
1:108833031-108838647:+	0	0	0	0	0	0	6	0	0	0	0	0	0	7	0	0	0	0
1:109400360-109400974:-	35	0	16	16	13	39	33	28	16	30	19	6	16	20	13	10	21	29
1:110593794-110594094:-	0	9	0	26	0	0	0	0	0	0	21	0	0	0	0	0	0	0
1:111764128-111776202:-	7	11	6	8	9	39	40	0	15	42	9	6	11	8	6	7	9	0
1:111772502-111776202:-	0	0	0	0	0	44	35	0	8	53	0	0	0	0	0	0	0	0
1:113354626-113366056:+	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:113400489-113440173:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	11
1:113400489-113446513:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
1:113421231-113440173:-	0	7	0	0	0	0	8	8	6	8	0	0	0	0	6	0	6	0
1:115461408-115462394:-	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
1:116902379-116910379:-	0	6	0	11	0	0	0	0	0	0	9	0	0	0	0	0	0	0
1:116932545-116941645:-	0	8	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
1:116971188-116976072:-	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:116971188-116980463:-	0	22	0	58	0	7	10	0	0	9	43	0	0	0	0	0	0	0
1:118260260-118278185:-	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
1:118260260-118284622:-	0	6	0	7	0	12	7	0	0	12	0	0	0	0	0	0	0	0
1:118260260-118304239:-	0	0	0	0	0	0	0	0	6	10	7	0	0	0	0	0	0	0
1:118273647-118284622:-	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
1:118273647-118304239:-	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
1:119010218-119024444:-	0	0	0	9	6	38	35	0	0	13	9	0	0	0	0	0	0	0
1:119014760-119024444:-	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
1:119016757-119024444:-	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
1:119020582-119024444:-	0	0	0	0	0	24	25	0	0	13	8	0	0	0	0	0	0	0
1:119118075-119127736:+	0	10	0	23	0	33	14	0	0	16	14	0	0	0	0	0	0	0
1:126266052-126308670:-	0	0	0	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0
1:126274922-126298301:-	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0
1:126274922-126308670:-	0	6	0	7	0	6	10	0	0	0	9	0	0	0	0	0	0	0
1:126493965-126497384:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:126512569-126525094:+	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
1:126514354-126519350:+	6	7	0	19	0	8	6	0	0	6	7	0	0	0	0	0	0	0
1:126514354-126534680:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:126539030-126575396:+	0	6	0	13	0	0	0	0	0	0	9	0	0	0	0	0	0	0
1:126556133-126562966:+	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:126611055-126612711:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:126748044-126778568:+	45	0	11	0	21	0	0	38	28	0	0	11	13	28	28	38	26	42
1:126748044-126790221:+	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0
1:126773239-126790221:+	6	0	0	0	0	0	0	9	0	0	0	7	0	0	0	6	0	0
1:126778436-126790221:+	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
1:126785385-126790221:+	24	0	10	0	16	0	6	25	9	0	0	20	9	23	20	26	14	13
1:126785385-126801225:+	52	0	36	0	27	7	0	44	33	0	0	29	18	43	50	30	34	40
1:126785385-126810927:+	19	0	0	0	7	0	0	6	10	0	0	0	8	9	11	15	8	16
1:126788625-126790221:+	114	0	53	0	42	0	11	69	139	9	0	61	68	60	49	78	43	123
1:126788625-126801225:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
1:126788625-126809913:+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
1:126808840-126810927:+	21	0	6	0	9	7	0	8	19	0	0	11	12	17	17	12	0	19
1:127417894-127443346:-	0	23	0	8	0	56	109	8	0	143	21	6	6	0	11	0	8	0
1:127427903-127443346:-	0	0	0	0	0	23	47	0	0	45	0	0	0	0	0	0	0	0
1:130400400-130407755:+	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
1:130571850-130583093:+	0	9	0	24	0	0	10	0	0	13	0	0	0	0	0	0	0	0
1:130571850-130592231:+	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0
1:130571850-130596464:+	0	0	0	0	0	0	8	0	0	0	9	0	0	0	0	0	0	0
1:130885840-130887604:-	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8	0
1:130944219-130949502:+	0	0	0	0	0	7	10	0	0	10	0	0	0	0	0	0	0	0
1:132236201-132236445:-	9	0	0	0	0	11	0	0	0	7	0	0	6	6	0	7	0	6
1:132571703-132600714:+	0	7	0	0	0	13	13	0	0	18	6	0	0	0	0	0	0	0
1:132571703-132646112:+	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
1:132784479-132838528:+	0	0	0	0	0	6	8	0	0	8	0	0	0	0	0	0	0	0
1:132820450-132838528:+	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:132820450-132853190:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:132917635-132920429:+	0	0	0	0	0	9	7	0	0	0	0	0	0	0	0	0	0	0
1:132963713-132984060:-	9	0	0	0	0	19	38	0	14	23	0	0	0	0	15	0	0	12
1:132979527-132984060:-	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
1:133198528-133204662:-	9	0	0	0	0	0	6	7	0	0	0	0	8	0	0	0	0	0
1:134827553-134828719:-	0	0	6	0	0	6	0	9	0	0	0	0	10	7	8	0	6	8
1:135109175-135129520:+	0	0	0	0	0	11	12	0	0	17	0	0	6	0	0	0	0	0
1:135120789-135122804:+	0	0	0	0	0	7	23	0	0	0	0	0	0	0	0	0	0	0
1:135120789-135129520:+	0	0	0	0	0	15	18	0	0	9	0	0	0	0	0	0	0	0
1:135136452-135149187:+	0	0	0	0	0	13	11	0	0	0	0	0	0	0	0	0	0	0
1:135136452-135158085:+	0	16	6	14	0	56	51	0	14	70	6	6	15	6	14	0	12	13
1:135156637-135158085:+	0	0	0	0	0	0	12	0	0	13	0	0	0	0	0	0	0	0
1:135586344-135587913:-	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:135586344-135599849:-	0	0	0	0	0	0	0	0	11	0	0	6	0	0	12	0	0	0
1:135586344-135602302:-	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
1:135590725-135599849:-	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
1:135597613-135599849:-	20	0	11	0	15	0	0	13	32	0	0	0	11	21	31	6	14	23
1:135602150-135608354:-	7	0	6	0	0	0	0	0	15	0	0	7	13	12	7	0	7	17
1:135798907-135806420:+	0	0	0	0	0	6	10	0	0	15	0	0	0	0	0	0	0	0
1:135800030-135806420:+	0	6	0	9	0	6	8	0	0	6	13	0	0	0	6	0	6	0
1:136890307-136893677:-	0	0	0	0	0	10	9	0	0	7	0	0	0	0	0	0	0	6
1:136890307-136898862:-	0	0	0	0	0	0	0	0	12	0	0	0	0	6	0	0	0	7
1:137148526-137155652:-	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	0
1:138712168-138731240:-	0	0	0	8	0	0	0	0	0	0	11	0	0	0	0	0	0	0
1:138887015-138899437:-	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
1:138887015-138916480:-	0	0	0	0	0	8	0	0	0	7	0	0	0	0	0	0	0	0
1:138937996-138949521:-	0	0	0	0	0	12	25	7	0	24	9	0	0	0	0	0	7	0
1:139261609-139269485:-	0	9	0	9	0	12	16	0	0	13	6	0	0	0	0	0	0	8
1:139301122-139322948:-	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
1:139310783-139322948:-	0	0	0	6	0	0	0	0	0	7	0	0	0	0	0	0	0	0
1:139310783-139343459:-	0	0	0	0	0	11	6	0	0	6	0	0	0	0	0	0	0	0
1:139315301-139339297:-	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
1:139319477-139339297:-	0	0	0	0	0	9	7	0	0	0	0	0	0	0	0	0	0	0
1:139322849-139339297:-	0	7	0	9	0	10	11	0	0	8	0	0	0	0	0	0	0	0
1:139322849-139343459:-	0	0	0	0	0	10	11	0	0	12	9	0	0	0	0	0	0	0
1:139324499-139339297:-	7	0	0	0	0	7	7	11	12	0	0	8	9	11	0	0	7	13
1:139324499-139340695:-	0	0	0	0	0	8	10	0	6	8	0	0	0	0	0	0	0	0
1:139327190-139339297:-	0	10	0	12	0	24	23	0	0	20	8	0	0	8	0	7	0	8
1:139327190-139343459:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
1:139334811-139339297:-	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0
1:139334811-139343459:-	23	24	8	14	28	107	140	17	12	101	18	17	0	0	14	16	15	12
1:139339075-139340695:-	0	0	0	0	0	0	8	0	0	16	0	0	0	0	0	0	0	0
1:139339075-139343459:-	0	0	0	8	0	7	9	0	0	0	0	0	0	0	0	0	0	0
1:139485426-139489411:-	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
1:141686980-141687879:+	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
1:143692478-143703793:-	0	25	0	40	0	23	20	0	0	35	22	0	0	0	0	0	0	0
1:143727005-143728148:-	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
1:143795876-143800215:+	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
1:144076312-144093160:+	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
1:144662919-144665325:-	0	0	0	0	0	7	7	0	0	6	0	6	0	0	0	0	0	0
1:144662919-144675906:-	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
1:145967285-145971979:-	0	0	0	7	0	0	8	0	0	6	0	0	0	0	0	0	0	0
1:145970194-145971979:-	0	22	0	13	0	15	23	0	0	24	10	0	0	0	0	0	0	11
1:146091627-146093485:+	0	11	6	9	9	8	28	14	10	26	18	8	0	9	6	0	0	0
1:146330917-146332147:+	0	23	0	8	0	34	45	0	6	59	14	0	0	0	0	0	0	0
1:148322858-148337866:-	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
1:148549308-148550442:+	0	6	0	8	0	0	0	0	0	0	11	0	0	0	0	0	0	0
1:148622260-148626199:+	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
1:148629644-148635354:+	0	0	0	0	7	8	11	0	0	14	0	0	0	0	0	0	0	0
1:149330701-149340549:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
1:149330701-149351461:+	20	7	16	15	18	100	114	16	10	132	15	14	9	20	29	23	17	12
1:149373820-149376970:+	6	0	0	6	0	18	31	0	0	19	8	0	0	0	0	0	0	0
1:149402332-149407354:+	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
1:149417867-149425631:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
1:149617408-149678642:+	0	0	0	0	0	0	6	0	0	9	0	0	0	0	0	0	0	12
1:149617408-149687430:+	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
1:149667938-149678642:+	0	0	0	11	0	23	34	0	0	10	9	0	6	0	6	0	0	0
1:149667938-149687430:+	0	0	0	6	0	12	19	6	0	6	0	0	0	0	0	0	0	0
1:149694865-149699013:+	10	0	0	0	9	25	27	0	0	23	0	8	13	0	7	0	13	7
1:151486746-151492976:+	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
1:151486746-151495618:+	0	0	0	7	6	18	14	0	0	16	7	0	0	0	0	0	0	0
1:151486746-151503450:+	0	0	0	0	0	10	9	0	0	7	0	0	0	0	0	0	0	0
1:151486746-151514967:+	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
1:151842297-151842785:-	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
1:152255432-152273841:+	0	14	0	19	0	16	9	0	0	15	10	0	0	0	0	0	0	0
1:152613131-152622400:-	12	0	8	0	7	7	0	7	0	0	0	11	7	0	6	0	10	0
1:152615219-152620789:-	0	0	0	0	6	0	0	0	0	0	0	6	7	0	0	0	0	0
1:152615219-152622400:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
1:152616363-152620789:-	8	9	0	11	0	0	0	0	10	0	13	0	7	8	14	0	0	19
1:152661042-152666763:+	0	0	0	9	0	12	22	0	0	13	7	0	0	0	0	0	0	0
1:152708894-152712675:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
1:152738853-152753067:-	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:153274403-153277231:+	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
1:153274403-153293378:+	0	7	0	0	0	10	6	0	0	6	0	0	0	0	0	0	0	0
1:154003834-154009232:+	7	0	0	6	0	0	0	6	0	0	12	0	7	6	0	7	0	6
1:154003834-154040886:+	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
1:154003834-154061723:+	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:154201031-154261808:-	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1:154330888-154342722:-	0	9	0	10	0	6	11	0	0	0	0	0	0	0	0	0	0	0
1:154330888-154349293:-	6	74	0	153	0	49	81	0	0	71	105	6	7	6	9	0	0	7
1:154330888-154372975:-	0	0	0	8	0	7	12	0	0	17	7	0	0	0	0	0	0	0
1:154330888-154390607:-	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
1:154349190-154451702:-	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
1:154370014-154372975:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
1:154390543-154536662:-	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6
1:15537255-15551984:-	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
1:155436131-155507796:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
