circRNA	pig-liver-young-1	pig-liver-old1	pig-testis-5	cow-liver-K001	cow-testis-adult2	cow-testis-neonat1	cow-liver-K006	pig-testis-54	cow-liver-B004	cow-liver-K013	pig-testis-31	cow-liver-B028	cow-liver-K018	pig-liver-old2	cow-testis-neonat3	cow-liver-B005	cow-liver-B022	cow-liver-K024	cow-liver-B008	cow-liver-K011	cow-testis-adult1	pig-liver-young-2	cow-liver-B027	cow-testis-neonat2	cow-testis-adult3
14:55274139-55277629:+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55283668-55331216:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
14:55301203-55308756:+	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
14:55327843-55331216:+	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
14:55341574-55343743:+	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55475434-55480233:+	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55506082-55528624:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
14:55511634-55515103:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
14:55518054-55519324:+	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55549470-55553080:+	0	0	9	0	0	0	0	15	0	0	23	0	0	0	0	0	0	0	0	0	0	30	0	0	0
14:55583795-55599982:+	9	0	21	0	0	0	0	8	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55593082-55599982:+	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55593082-55607302:+	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55594526-55599982:+	0	0	14	0	0	0	0	11	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55599980-55607032:+	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55607071-55623498:+	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55622991-55623498:+	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55770331-55783722:+	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55770331-55789427:+	0	0	11	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55770331-55799718:+	0	0	19	0	0	0	0	12	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55770331-55802841:+	0	0	17	0	0	0	0	15	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55783528-55802841:+	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55783528-55807478:+	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55789331-55802841:+	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55880861-55886147:-	0	0	0	0	0	0	0	6	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55961484-55992656:-	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
14:55967029-55967280:+	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55985015-55995938:+	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55985015-56002445:+	0	0	0	0	0	0	0	8	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55992299-56002445:+	0	0	0	0	0	0	0	7	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55995858-56002445:+	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55995858-56014505:+	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:56004405-56016939:-	0	0	0	0	7	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	11	0
14:56018600-56032249:+	0	0	6	0	0	0	0	8	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:56027809-56032249:+	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:56054323-56068594:+	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:56067388-56068594:+	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:56073931-56077868:+	0	10	32	0	0	0	0	22	0	0	85	0	0	22	0	0	0	0	0	0	0	0	0	0	0
14:56076518-56077868:+	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:56275161-56277729:+	0	0	0	0	0	10	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	9	0
14:56500247-56504941:-	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:56675692-56691085:+	0	0	6	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:56675692-56694621:+	0	0	7	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:56675692-56702514:+	0	0	0	0	0	0	0	6	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:56823912-56909638:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
14:56909504-56925588:+	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:57168025-57203396:+	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
14:57168025-57244048:+	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:57430090-57430873:-	0	0	14	0	0	0	0	0	0	0	20	0	0	6	0	0	0	0	0	0	0	0	0	0	0
14:57453968-57463544:-	9	0	0	0	0	0	0	0	0	0	13	0	0	22	0	0	0	0	0	0	0	0	0	0	0
14:57882136-57898035:-	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:57882136-57906266:-	0	0	0	0	41	19	0	0	0	0	0	0	0	0	10	0	0	0	0	0	25	0	0	11	30
14:57882136-57921882:-	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:57893974-57906266:-	0	0	0	0	16	6	0	0	7	0	0	0	6	0	9	0	7	0	7	0	0	0	6	8	6
14:57906113-57921882:-	0	0	0	0	0	6	0	0	0	6	0	9	0	0	6	0	0	0	8	8	0	0	6	0	0
14:5801649-5802004:-	0	0	6	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:58236762-58238484:+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:58270377-58291727:+	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:58631590-58631723:-	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:58800591-58813278:-	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:58800591-58840822:-	0	0	0	0	0	0	0	8	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:58836338-58840822:-	0	8	8	0	0	0	0	6	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:58901927-58911547:-	0	0	0	0	0	0	0	6	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:58977854-58978155:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:58998098-59238083:-	0	0	0	0	0	9	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
14:59028922-59033164:-	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:59071852-59107141:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
14:59071852-59238083:-	0	0	0	0	0	51	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	29	0
14:59194583-59194833:+	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:59215106-59238083:-	0	0	0	0	0	42	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	28	0
14:59220450-59230895:-	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:59399730-59401139:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
14:59432074-59439450:+	0	0	12	0	0	0	0	11	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:59436956-59440552:+	0	0	0	0	0	6	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
14:59457848-59465262:+	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:59656192-59656754:+	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:59656704-59657431:+	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:60170004-60177587:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
14:60170004-60193334:+	0	0	0	17	0	0	13	0	0	28	0	7	13	0	0	9	22	45	15	27	0	0	6	0	0
14:60175681-60177587:+	0	0	0	19	0	0	53	0	48	73	0	38	61	0	0	62	46	65	39	37	0	0	31	0	0
14:60175681-60193334:+	0	0	0	23	0	0	35	0	32	26	0	25	18	0	0	20	49	43	30	22	0	0	32	0	0
14:60175681-60225592:+	0	0	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:60190646-60193334:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
14:60284621-60285424:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
14:60370128-60377549:+	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:60386175-60400195:+	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:60389845-60397408:+	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:60395042-60400195:+	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:60454272-60521621:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	13
14:60482990-60504383:-	16	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	16	0	0	0
14:60488142-60494563:-	0	0	7	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:60626601-60633347:-	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
14:60789672-60844439:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
14:60789672-60863728:-	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:60813333-60813820:-	0	0	41	0	0	0	0	18	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:60844228-60863728:-	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
14:60900304-60901112:-	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:60900304-60905334:-	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:60912456-60924944:-	0	0	37	0	0	0	0	21	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:60912462-60924944:-	0	0	8	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:60941314-60963130:+	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:60962602-60965549:+	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:60962604-60963130:+	0	0	10	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:60962604-60966247:+	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:60962605-60965552:+	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:60980019-60984457:-	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:60980019-60985699:-	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:60980019-61002875:-	0	0	6	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:60980019-61016166:-	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:60983211-61002875:-	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:61002770-61015779:-	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:61002770-61016166:-	0	0	46	0	0	0	0	34	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:61046282-61046379:-	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:61054420-61072182:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
14:61064995-61071073:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:61064995-61072182:-	0	0	0	0	20	68	0	0	0	0	0	7	0	0	40	0	8	8	0	0	22	0	0	40	25
14:61070965-61072182:-	0	0	0	0	6	34	0	0	0	0	0	11	0	0	42	0	0	7	0	9	6	0	10	60	8
14:61612505-61612612:+	0	0	0	0	0	9	0	0	0	0	0	0	0	0	13	0	0	0	7	8	6	0	0	0	0
14:61646978-61647194:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
14:62078494-62104376:+	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:62088566-62101236:+	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:62370032-62391522:-	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:62391380-62400765:-	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:6248561-6251584:+	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:62602233-62608494:+	0	0	87	0	0	0	0	88	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:63154958-63158409:+	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:63220983-63237347:-	0	0	0	0	0	0	0	0	0	0	9	0	0	7	0	0	0	0	0	0	0	0	0	0	0
14:63327736-63347338:+	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:63495088-63502884:-	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:63495088-63530101:-	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:63533165-63533271:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
14:63639137-63642015:+	0	0	0	16	0	0	11	0	15	16	0	21	20	0	0	15	22	12	14	14	0	0	15	0	0
14:63643117-63643178:+	0	0	0	10	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	8	0	0	0	0	0
14:63643118-63643366:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
14:63643150-63643209:+	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:64061602-64073000:-	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:64088726-64099043:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
14:64132877-64140121:-	0	0	0	0	6	8	0	0	0	0	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0
14:64132877-64144555:-	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:64175265-64208187:-	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:64230009-64239065:+	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	13
14:6423218-6490412:-	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:64233879-64239065:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
14:64277869-64305965:+	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:64289181-64328019:+	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:64305803-64312579:+	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	22
14:64312404-64328019:+	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:64342538-64345385:-	0	6	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
14:6442070-6490412:-	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:64497442-64497962:-	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:6454274-6471967:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
14:6454274-6490412:-	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	19
14:64616771-64620000:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6
14:6465767-6490412:-	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	23
14:64671635-64695553:-	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:64694865-64695553:-	0	0	0	0	6	11	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
14:64811264-64823484:-	0	0	0	0	7	26	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	22	10
14:64889070-64901649:-	0	0	0	0	0	0	6	0	6	7	0	0	0	0	10	0	7	0	0	0	0	0	0	0	6
14:64889070-64934528:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
14:64901521-64934528:-	0	0	0	0	10	20	0	0	0	0	0	0	0	0	9	0	0	0	0	0	10	0	0	11	7
14:65032294-65033390:-	0	0	0	0	29	106	10	0	7	14	0	14	9	0	66	13	6	12	9	19	10	0	15	63	31
14:65032294-65140205:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
14:65111369-65140205:-	0	0	0	0	6	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	7	0
14:65111369-65196317:-	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
14:65111369-65206401:-	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:65149139-65206401:-	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:65159154-65188881:+	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:65258671-65283663:-	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
14:65414207-65414590:+	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
14:65514288-65517367:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
14:65514288-65537065:+	0	0	0	0	0	25	0	0	0	0	0	6	0	0	11	0	0	0	0	0	0	0	6	15	6
14:65514288-65562382:+	0	0	0	0	8	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
14:65546470-65562382:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
14:65561544-65562382:+	0	0	0	19	59	201	9	0	18	19	0	10	11	0	258	16	12	16	10	12	45	0	19	133	51
14:6563660-6565814:+	0	0	21	0	0	0	0	22	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:6563660-6572198:+	0	0	62	0	0	0	0	31	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:6563693-6565814:+	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:6563693-6572198:+	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:65643400-65653587:+	0	0	0	0	16	9	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	20	31
14:65643400-65686831:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
14:65643400-65699457:+	0	0	0	0	6	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6
14:6565443-6565814:+	0	0	24	0	0	0	0	14	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:6565443-6572198:+	0	0	35	0	0	0	0	26	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:65691589-65700068:-	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:6569330-6572198:+	0	0	15	0	0	0	0	6	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:65725544-65768393:-	0	0	16	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:65736889-65768393:-	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:6594558-6596416:+	0	0	12	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:6594558-6600787:+	0	0	8	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:6594558-6605141:+	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:6594558-6607135:+	0	0	136	0	0	0	0	145	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:6594558-6610745:+	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:6594558-6613565:+	0	0	22	0	0	0	0	16	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:6596326-6607135:+	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:65970155-65994747:-	0	0	0	0	0	0	0	8	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:65970155-66041922:-	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:65987922-65989213:+	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:66041780-66145593:-	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:6609955-6613565:+	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:66145462-66247026:-	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:66242011-66247026:-	0	0	6	0	0	0	0	8	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:66397221-66405465:-	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	6	0	6	0	0	7	0	0
14:66397221-66415156:-	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7	0
14:66652616-66667732:-	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:66658381-66664149:-	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
14:66658381-66665492:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
14:66663934-66666186:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0
14:66664981-66666186:-	6	0	0	0	0	0	0	0	0	0	9	0	0	7	0	0	0	0	0	0	0	0	0	0	0
14:66681614-66685419:-	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:6671193-6673572:+	17	64	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	42	0	0	0
14:6671193-6674798:+	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
14:66724690-66826094:-	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:66728852-66729159:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
14:6674628-6680524:+	36	11	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
14:66756885-66798714:-	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:6676062-6676764:+	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:6677139-6680524:+	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:6677373-6679133:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
14:66797243-66798714:-	0	0	8	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:66942597-66942728:-	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:66977384-66977621:+	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
